# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2022-10-18 15:20:07 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 14048000 JOHN DAY RIVER AT MCDONALD FERRY, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 14048000
#            TS   parameter     statistic     Description
#        113351       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	113351_00060_00003	113351_00060_00003_cd
USGS	14048000	2018-11-09	399	A
USGS	14048000	2018-11-10	385	A
USGS	14048000	2018-11-11	375	A
USGS	14048000	2018-11-12	366	A
USGS	14048000	2018-11-13	354	A
USGS	14048000	2018-11-14	333	A
USGS	14048000	2018-11-15	330	A
USGS	14048000	2018-11-16	319	A
USGS	14048000	2018-11-17	289	A
USGS	14048000	2018-11-18	299	A
USGS	14048000	2018-11-19	348	A
USGS	14048000	2018-11-20	352	A
USGS	14048000	2018-11-21	349	A
USGS	14048000	2018-11-22	332	A
USGS	14048000	2018-11-23	303	A
USGS	14048000	2018-11-24	284	A
USGS	14048000	2018-11-25	274	A
USGS	14048000	2018-11-26	355	A
USGS	14048000	2018-11-27	398	A
USGS	14048000	2018-11-28	405	A
USGS	14048000	2018-11-29	362	A
USGS	14048000	2018-11-30	345	A
USGS	14048000	2018-12-01	383	A
USGS	14048000	2018-12-02	427	A
USGS	14048000	2018-12-03	423	A
USGS	14048000	2018-12-04	410	A
USGS	14048000	2018-12-05	408	A
USGS	14048000	2018-12-06	382	A
USGS	14048000	2018-12-07	369	A
USGS	14048000	2018-12-08	317	A
USGS	14048000	2018-12-09	254	A
USGS	14048000	2018-12-10	204	A
USGS	14048000	2018-12-11	213	A
USGS	14048000	2018-12-12	235	A
USGS	14048000	2018-12-13	267	A
USGS	14048000	2018-12-14	336	A
USGS	14048000	2018-12-15	394	A
USGS	14048000	2018-12-16	392	A
USGS	14048000	2018-12-17	387	A
USGS	14048000	2018-12-18	410	A
USGS	14048000	2018-12-19	408	A
USGS	14048000	2018-12-20	408	A
USGS	14048000	2018-12-21	453	A
USGS	14048000	2018-12-22	555	A
USGS	14048000	2018-12-23	593	A
USGS	14048000	2018-12-24	574	A
USGS	14048000	2018-12-25	525	A
USGS	14048000	2018-12-26	479	A
USGS	14048000	2018-12-27	496	A
USGS	14048000	2018-12-28	508	A
USGS	14048000	2018-12-29	514	A
USGS	14048000	2018-12-30	498	A
USGS	14048000	2018-12-31	473	A
USGS	14048000	2019-01-01	479	A
USGS	14048000	2019-01-02	487	A
USGS	14048000	2019-01-03	501	A
USGS	14048000	2019-01-04	418	A
USGS	14048000	2019-01-05	381	A
USGS	14048000	2019-01-06	400	A
USGS	14048000	2019-01-07	456	A
USGS	14048000	2019-01-08	487	A
USGS	14048000	2019-01-09	513	A
USGS	14048000	2019-01-10	516	A
USGS	14048000	2019-01-11	473	A
USGS	14048000	2019-01-12	484	A
USGS	14048000	2019-01-13	615	A
USGS	14048000	2019-01-14	666	A
USGS	14048000	2019-01-15	643	A
USGS	14048000	2019-01-16	557	A
USGS	14048000	2019-01-17	490	A
USGS	14048000	2019-01-18	439	A
USGS	14048000	2019-01-19	540	A
USGS	14048000	2019-01-20	678	A
USGS	14048000	2019-01-21	742	A
USGS	14048000	2019-01-22	1790	A
USGS	14048000	2019-01-23	2150	A
USGS	14048000	2019-01-24	1600	A
USGS	14048000	2019-01-25	1370	A
USGS	14048000	2019-01-26	1420	A
USGS	14048000	2019-01-27	1660	A
USGS	14048000	2019-01-28	1460	A
USGS	14048000	2019-01-29	1280	A
USGS	14048000	2019-01-30	1240	A
USGS	14048000	2019-01-31	1170	A
USGS	14048000	2019-02-01	1040	A
USGS	14048000	2019-02-02	949	A
USGS	14048000	2019-02-03	938	A
USGS	14048000	2019-02-04	1020	A
USGS	14048000	2019-02-05	2430	A
USGS	14048000	2019-02-06	3320	A
USGS	14048000	2019-02-07	2480	A
USGS	14048000	2019-02-08	2060	A
USGS	14048000	2019-02-09	1560	A
USGS	14048000	2019-02-10	1340	A
USGS	14048000	2019-02-11	1470	A
USGS	14048000	2019-02-12	1470	A
USGS	14048000	2019-02-13	1350	A
USGS	14048000	2019-02-14	1310	A
USGS	14048000	2019-02-15	1280	A
USGS	14048000	2019-02-16	1270	A
USGS	14048000	2019-02-17	1800	A
USGS	14048000	2019-02-18	1910	A
USGS	14048000	2019-02-19	1740	A
USGS	14048000	2019-02-20	1610	A
USGS	14048000	2019-02-21	1500	A
USGS	14048000	2019-02-22	1460	A
USGS	14048000	2019-02-23	1410	A
USGS	14048000	2019-02-24	1370	A
USGS	14048000	2019-02-25	1400	A
USGS	14048000	2019-02-26	1470	A
USGS	14048000	2019-02-27	1490	A
USGS	14048000	2019-02-28	1410	A
USGS	14048000	2019-03-01	1420	A
USGS	14048000	2019-03-02	1470	A
USGS	14048000	2019-03-03	1580	A
USGS	14048000	2019-03-04	1540	A
USGS	14048000	2019-03-05	1480	A
USGS	14048000	2019-03-06	1490	A
USGS	14048000	2019-03-07	1440	A
USGS	14048000	2019-03-08	1490	A
USGS	14048000	2019-03-09	1980	A
USGS	14048000	2019-03-10	2300	A
USGS	14048000	2019-03-11	2160	A
USGS	14048000	2019-03-12	2050	A
USGS	14048000	2019-03-13	2050	A
USGS	14048000	2019-03-14	2310	A
USGS	14048000	2019-03-15	2310	A
USGS	14048000	2019-03-16	2210	A
USGS	14048000	2019-03-17	2320	A
USGS	14048000	2019-03-18	2720	A
USGS	14048000	2019-03-19	3740	A
USGS	14048000	2019-03-20	5220	A
USGS	14048000	2019-03-21	7040	A
USGS	14048000	2019-03-22	8650	A
USGS	14048000	2019-03-23	10400	A
USGS	14048000	2019-03-24	12000	A
USGS	14048000	2019-03-25	14300	A
USGS	14048000	2019-03-26	13300	A
USGS	14048000	2019-03-27	11700	A
USGS	14048000	2019-03-28	11500	A
USGS	14048000	2019-03-29	12400	A
USGS	14048000	2019-03-30	11000	A
USGS	14048000	2019-03-31	9260	A
USGS	14048000	2019-04-01	8540	A
USGS	14048000	2019-04-02	8570	A
USGS	14048000	2019-04-03	8860	A
USGS	14048000	2019-04-04	10000	A
USGS	14048000	2019-04-05	11300	A
USGS	14048000	2019-04-06	11600	A
USGS	14048000	2019-04-07	11700	A
USGS	14048000	2019-04-08	12400	A
USGS	14048000	2019-04-09	19000	A
USGS	14048000	2019-04-10	27900	A
USGS	14048000	2019-04-11	26300	A
USGS	14048000	2019-04-12	20000	A
USGS	14048000	2019-04-13	19900	A
USGS	14048000	2019-04-14	16600	A
USGS	14048000	2019-04-15	14400	A
USGS	14048000	2019-04-16	12600	A
USGS	14048000	2019-04-17	11500	A
USGS	14048000	2019-04-18	10500	A
USGS	14048000	2019-04-19	9980	A
USGS	14048000	2019-04-20	11000	A
USGS	14048000	2019-04-21	16600	A
USGS	14048000	2019-04-22	19200	A
USGS	14048000	2019-04-23	16300	A
USGS	14048000	2019-04-24	14200	A
USGS	14048000	2019-04-25	14200	A
USGS	14048000	2019-04-26	14500	A
USGS	14048000	2019-04-27	13200	A
USGS	14048000	2019-04-28	11900	A
USGS	14048000	2019-04-29	10600	A
USGS	14048000	2019-04-30	9310	A
USGS	14048000	2019-05-01	8160	A
USGS	14048000	2019-05-02	7160	A
USGS	14048000	2019-05-03	6430	A
USGS	14048000	2019-05-04	5880	A
USGS	14048000	2019-05-05	5600	A
USGS	14048000	2019-05-06	5730	A
USGS	14048000	2019-05-07	6170	A
USGS	14048000	2019-05-08	6640	A
USGS	14048000	2019-05-09	6940	A
USGS	14048000	2019-05-10	6990	A
USGS	14048000	2019-05-11	6820	A
USGS	14048000	2019-05-12	6500	A
USGS	14048000	2019-05-13	6310	A
USGS	14048000	2019-05-14	6310	A
USGS	14048000	2019-05-15	6200	A
USGS	14048000	2019-05-16	6020	A
USGS	14048000	2019-05-17	6000	A
USGS	14048000	2019-05-18	6830	A
USGS	14048000	2019-05-19	7010	A
USGS	14048000	2019-05-20	6300	A
USGS	14048000	2019-05-21	7460	A
USGS	14048000	2019-05-22	7870	A
USGS	14048000	2019-05-23	7370	A
USGS	14048000	2019-05-24	6770	A
USGS	14048000	2019-05-25	6110	A
USGS	14048000	2019-05-26	5900	A
USGS	14048000	2019-05-27	5660	A
USGS	14048000	2019-05-28	5660	A
USGS	14048000	2019-05-29	5850	A
USGS	14048000	2019-05-30	5550	A
USGS	14048000	2019-05-31	5670	A
USGS	14048000	2019-06-01	5880	A
USGS	14048000	2019-06-02	5970	A
USGS	14048000	2019-06-03	5650	A
USGS	14048000	2019-06-04	5260	A
USGS	14048000	2019-06-05	4810	A
USGS	14048000	2019-06-06	4380	A
USGS	14048000	2019-06-07	3980	A
USGS	14048000	2019-06-08	3960	A
USGS	14048000	2019-06-09	3850	A
USGS	14048000	2019-06-10	3440	A
USGS	14048000	2019-06-11	3040	A
USGS	14048000	2019-06-12	2740	A
USGS	14048000	2019-06-13	2530	A
USGS	14048000	2019-06-14	2390	A
USGS	14048000	2019-06-15	2330	A
USGS	14048000	2019-06-16	2240	A
USGS	14048000	2019-06-17	2070	A
USGS	14048000	2019-06-18	1890	A
USGS	14048000	2019-06-19	1760	A
USGS	14048000	2019-06-20	1650	A
USGS	14048000	2019-06-21	1550	A
USGS	14048000	2019-06-22	1470	A
USGS	14048000	2019-06-23	1440	A
USGS	14048000	2019-06-24	1420	A
USGS	14048000	2019-06-25	1340	A
USGS	14048000	2019-06-26	1270	A
USGS	14048000	2019-06-27	1240	A
USGS	14048000	2019-06-28	1190	A
USGS	14048000	2019-06-29	1180	A
USGS	14048000	2019-06-30	1190	A
USGS	14048000	2019-07-01	1160	A
USGS	14048000	2019-07-02	1070	A
USGS	14048000	2019-07-03	997	A
USGS	14048000	2019-07-04	942	A
USGS	14048000	2019-07-05	899	A
USGS	14048000	2019-07-06	864	A
USGS	14048000	2019-07-07	831	A
USGS	14048000	2019-07-08	779	A
USGS	14048000	2019-07-09	736	A
USGS	14048000	2019-07-10	698	A
USGS	14048000	2019-07-11	665	A
USGS	14048000	2019-07-12	646	A
USGS	14048000	2019-07-13	607	A
USGS	14048000	2019-07-14	575	A
USGS	14048000	2019-07-15	551	A
USGS	14048000	2019-07-16	527	A
USGS	14048000	2019-07-17	500	A
USGS	14048000	2019-07-18	475	A
USGS	14048000	2019-07-19	456	A
USGS	14048000	2019-07-20	438	A
USGS	14048000	2019-07-21	423	A
USGS	14048000	2019-07-22	404	A
USGS	14048000	2019-07-23	379	A
USGS	14048000	2019-07-24	364	A
USGS	14048000	2019-07-25	350	A
USGS	14048000	2019-07-26	335	A
USGS	14048000	2019-07-27	311	A
USGS	14048000	2019-07-28	298	A
USGS	14048000	2019-07-29	286	A
USGS	14048000	2019-07-30	270	A
USGS	14048000	2019-07-31	261	A
USGS	14048000	2019-08-01	250	A
USGS	14048000	2019-08-02	237	A
USGS	14048000	2019-08-03	221	A
USGS	14048000	2019-08-04	212	A
USGS	14048000	2019-08-05	198	A
USGS	14048000	2019-08-06	182	A:e
USGS	14048000	2019-08-07	172	A:e
USGS	14048000	2019-08-08	164	A:e
USGS	14048000	2019-08-09	155	A:e
USGS	14048000	2019-08-10	151	A:e
USGS	14048000	2019-08-11	156	A:e
USGS	14048000	2019-08-12	170	A:e
USGS	14048000	2019-08-13	201	A:e
USGS	14048000	2019-08-14	240	A:e
USGS	14048000	2019-08-15	280	A:e
USGS	14048000	2019-08-16	295	A:e
USGS	14048000	2019-08-17	270	A:e
USGS	14048000	2019-08-18	243	A:e
USGS	14048000	2019-08-19	228	A:e
USGS	14048000	2019-08-20	214	A:e
USGS	14048000	2019-08-21	200	A:e
USGS	14048000	2019-08-22	188	A:e
USGS	14048000	2019-08-23	179	A:e
USGS	14048000	2019-08-24	171	A:e
USGS	14048000	2019-08-25	164	A:e
USGS	14048000	2019-08-26	159	A:e
USGS	14048000	2019-08-27	154	A:e
USGS	14048000	2019-08-28	148	A:e
USGS	14048000	2019-08-29	143	A:e
USGS	14048000	2019-08-30	137	A:e
USGS	14048000	2019-08-31	132	A:e
USGS	14048000	2019-09-01	126	A:e
USGS	14048000	2019-09-02	121	A:e
USGS	14048000	2019-09-03	117	A:e
USGS	14048000	2019-09-04	116	A:e
USGS	14048000	2019-09-05	111	A
USGS	14048000	2019-09-06	115	A
USGS	14048000	2019-09-07	118	A
USGS	14048000	2019-09-08	120	A
USGS	14048000	2019-09-09	126	A
USGS	14048000	2019-09-10	128	A
USGS	14048000	2019-09-11	127	A
USGS	14048000	2019-09-12	128	A
USGS	14048000	2019-09-13	137	A
USGS	14048000	2019-09-14	145	A
USGS	14048000	2019-09-15	192	A
USGS	14048000	2019-09-16	208	A
USGS	14048000	2019-09-17	209	A
USGS	14048000	2019-09-18	220	A
USGS	14048000	2019-09-19	222	A
USGS	14048000	2019-09-20	245	A
USGS	14048000	2019-09-21	265	A
USGS	14048000	2019-09-22	296	A
USGS	14048000	2019-09-23	353	A
USGS	14048000	2019-09-24	384	A
USGS	14048000	2019-09-25	372	A
USGS	14048000	2019-09-26	359	A
USGS	14048000	2019-09-27	349	A
USGS	14048000	2019-09-28	344	A
USGS	14048000	2019-09-29	344	A
USGS	14048000	2019-09-30	353	A
USGS	14048000	2019-10-01	347	A
USGS	14048000	2019-10-02	352	A
USGS	14048000	2019-10-03	366	A
USGS	14048000	2019-10-04	370	A
USGS	14048000	2019-10-05	389	A
USGS	14048000	2019-10-06	400	A
USGS	14048000	2019-10-07	402	A
USGS	14048000	2019-10-08	393	A
USGS	14048000	2019-10-09	395	A
USGS	14048000	2019-10-10	396	A
USGS	14048000	2019-10-11	395	A
USGS	14048000	2019-10-12	401	A
USGS	14048000	2019-10-13	404	A
USGS	14048000	2019-10-14	415	A
USGS	14048000	2019-10-15	417	A
USGS	14048000	2019-10-16	405	A
USGS	14048000	2019-10-17	418	A
USGS	14048000	2019-10-18	412	A
USGS	14048000	2019-10-19	424	A
USGS	14048000	2019-10-20	424	A
USGS	14048000	2019-10-21	429	A
USGS	14048000	2019-10-22	445	A
USGS	14048000	2019-10-23	469	A
USGS	14048000	2019-10-24	477	A
USGS	14048000	2019-10-25	468	A
USGS	14048000	2019-10-26	458	A
USGS	14048000	2019-10-27	483	A
USGS	14048000	2019-10-28	486	A
USGS	14048000	2019-10-29	458	A
USGS	14048000	2019-10-30	448	A
USGS	14048000	2019-10-31	448	A
USGS	14048000	2019-11-01	445	A
USGS	14048000	2019-11-02	418	A
USGS	14048000	2019-11-03	380	A
USGS	14048000	2019-11-04	374	A
USGS	14048000	2019-11-05	395	A
USGS	14048000	2019-11-06	434	A
USGS	14048000	2019-11-07	442	A
USGS	14048000	2019-11-08	441	A
USGS	14048000	2019-11-09	437	A
USGS	14048000	2019-11-10	431	A
USGS	14048000	2019-11-11	424	A
USGS	14048000	2019-11-12	424	A
USGS	14048000	2019-11-13	426	A
USGS	14048000	2019-11-14	430	A
USGS	14048000	2019-11-15	436	A
USGS	14048000	2019-11-16	435	A
USGS	14048000	2019-11-17	430	A
USGS	14048000	2019-11-18	432	A
USGS	14048000	2019-11-19	435	A
USGS	14048000	2019-11-20	430	A
USGS	14048000	2019-11-21	438	A
USGS	14048000	2019-11-22	439	A
USGS	14048000	2019-11-23	445	A
USGS	14048000	2019-11-24	459	A
USGS	14048000	2019-11-25	455	A
USGS	14048000	2019-11-26	430	A
USGS	14048000	2019-11-27	393	A
USGS	14048000	2019-11-28	417	A
USGS	14048000	2019-11-29	461	A
USGS	14048000	2019-11-30	491	A
USGS	14048000	2019-12-01	510	A
USGS	14048000	2019-12-02	447	A
USGS	14048000	2019-12-03	376	A
USGS	14048000	2019-12-04	354	A
USGS	14048000	2019-12-05	350	A
USGS	14048000	2019-12-06	353	A
USGS	14048000	2019-12-07	420	A
USGS	14048000	2019-12-08	431	A
USGS	14048000	2019-12-09	440	A
USGS	14048000	2019-12-10	489	A
USGS	14048000	2019-12-11	541	A
USGS	14048000	2019-12-12	576	A
USGS	14048000	2019-12-13	544	A
USGS	14048000	2019-12-14	528	A
USGS	14048000	2019-12-15	520	A
USGS	14048000	2019-12-16	537	A
USGS	14048000	2019-12-17	537	A
USGS	14048000	2019-12-18	517	A
USGS	14048000	2019-12-19	484	A
USGS	14048000	2019-12-20	405	A
USGS	14048000	2019-12-21	383	A
USGS	14048000	2019-12-22	392	A
USGS	14048000	2019-12-23	460	A
USGS	14048000	2019-12-24	538	A
USGS	14048000	2019-12-25	527	A
USGS	14048000	2019-12-26	523	A
USGS	14048000	2019-12-27	507	A
USGS	14048000	2019-12-28	452	A
USGS	14048000	2019-12-29	398	A
USGS	14048000	2019-12-30	379	A
USGS	14048000	2019-12-31	421	A
USGS	14048000	2020-01-01	468	A
USGS	14048000	2020-01-02	483	A
USGS	14048000	2020-01-03	483	A
USGS	14048000	2020-01-04	490	A
USGS	14048000	2020-01-05	529	A
USGS	14048000	2020-01-06	561	A
USGS	14048000	2020-01-07	535	A
USGS	14048000	2020-01-08	516	A
USGS	14048000	2020-01-09	494	A
USGS	14048000	2020-01-10	501	A
USGS	14048000	2020-01-11	501	A
USGS	14048000	2020-01-12	509	A
USGS	14048000	2020-01-13	511	A
USGS	14048000	2020-01-14	511	A
USGS	14048000	2020-01-15	530	A
USGS	14048000	2020-01-16	586	A
USGS	14048000	2020-01-17	582	A
USGS	14048000	2020-01-18	477	A
USGS	14048000	2020-01-19	454	A
USGS	14048000	2020-01-20	462	A
USGS	14048000	2020-01-21	503	A
USGS	14048000	2020-01-22	518	A
USGS	14048000	2020-01-23	529	A
USGS	14048000	2020-01-24	542	A
USGS	14048000	2020-01-25	558	A
USGS	14048000	2020-01-26	587	A
USGS	14048000	2020-01-27	642	A
USGS	14048000	2020-01-28	821	A
USGS	14048000	2020-01-29	1670	A
USGS	14048000	2020-01-30	1670	A
USGS	14048000	2020-01-31	1990	A
USGS	14048000	2020-02-01	1740	A
USGS	14048000	2020-02-02	1630	A
USGS	14048000	2020-02-03	1700	A
USGS	14048000	2020-02-04	1880	A
USGS	14048000	2020-02-05	1700	A
USGS	14048000	2020-02-06	1420	A
USGS	14048000	2020-02-07	1440	A
USGS	14048000	2020-02-08	3580	A
USGS	14048000	2020-02-09	8240	A
USGS	14048000	2020-02-10	5290	A
USGS	14048000	2020-02-11	3800	A
USGS	14048000	2020-02-12	2990	A
USGS	14048000	2020-02-13	2580	A
USGS	14048000	2020-02-14	2410	A
USGS	14048000	2020-02-15	2170	A
USGS	14048000	2020-02-16	2080	A
USGS	14048000	2020-02-17	1970	A
USGS	14048000	2020-02-18	1940	A
USGS	14048000	2020-02-19	1950	A
USGS	14048000	2020-02-20	1720	A
USGS	14048000	2020-02-21	1500	A
USGS	14048000	2020-02-22	1420	A
USGS	14048000	2020-02-23	1410	A
USGS	14048000	2020-02-24	1380	A
USGS	14048000	2020-02-25	1370	A
USGS	14048000	2020-02-26	1390	A
USGS	14048000	2020-02-27	1350	A
USGS	14048000	2020-02-28	1300	A
USGS	14048000	2020-02-29	1330	A
USGS	14048000	2020-03-01	1350	A
USGS	14048000	2020-03-02	1480	A
USGS	14048000	2020-03-03	1550	A
USGS	14048000	2020-03-04	1490	A
USGS	14048000	2020-03-05	1480	A
USGS	14048000	2020-03-06	1720	A
USGS	14048000	2020-03-07	2010	A
USGS	14048000	2020-03-08	2350	A
USGS	14048000	2020-03-09	2680	A
USGS	14048000	2020-03-10	2500	A
USGS	14048000	2020-03-11	2300	A
USGS	14048000	2020-03-12	2140	A
USGS	14048000	2020-03-13	2090	A
USGS	14048000	2020-03-14	2150	A
USGS	14048000	2020-03-15	2150	A
USGS	14048000	2020-03-16	2150	A
USGS	14048000	2020-03-17	2060	A
USGS	14048000	2020-03-18	1980	A
USGS	14048000	2020-03-19	1990	A
USGS	14048000	2020-03-20	2230	A
USGS	14048000	2020-03-21	2420	A
USGS	14048000	2020-03-22	2460	A
USGS	14048000	2020-03-23	2560	A
USGS	14048000	2020-03-24	2610	A
USGS	14048000	2020-03-25	2660	A
USGS	14048000	2020-03-26	2640	A
USGS	14048000	2020-03-27	2560	A
USGS	14048000	2020-03-28	2400	A
USGS	14048000	2020-03-29	2240	A
USGS	14048000	2020-03-30	2110	A
USGS	14048000	2020-03-31	2150	A
USGS	14048000	2020-04-01	2560	A
USGS	14048000	2020-04-02	3360	A
USGS	14048000	2020-04-03	3260	A
USGS	14048000	2020-04-04	2970	A
USGS	14048000	2020-04-05	2750	A
USGS	14048000	2020-04-06	2610	A
USGS	14048000	2020-04-07	2640	A
USGS	14048000	2020-04-08	2700	A
USGS	14048000	2020-04-09	2710	A
USGS	14048000	2020-04-10	2880	A
USGS	14048000	2020-04-11	3320	A
USGS	14048000	2020-04-12	4060	A
USGS	14048000	2020-04-13	4700	A
USGS	14048000	2020-04-14	4560	A
USGS	14048000	2020-04-15	4030	A
USGS	14048000	2020-04-16	3610	A
USGS	14048000	2020-04-17	3520	A
USGS	14048000	2020-04-18	3560	A
USGS	14048000	2020-04-19	3420	A
USGS	14048000	2020-04-20	3470	A
USGS	14048000	2020-04-21	3500	A
USGS	14048000	2020-04-22	3690	A
USGS	14048000	2020-04-23	4000	A
USGS	14048000	2020-04-24	4410	A
USGS	14048000	2020-04-25	5790	A
USGS	14048000	2020-04-26	5640	A
USGS	14048000	2020-04-27	5320	A
USGS	14048000	2020-04-28	5400	A
USGS	14048000	2020-04-29	5480	A
USGS	14048000	2020-04-30	5660	A
USGS	14048000	2020-05-01	6400	A
USGS	14048000	2020-05-02	7220	A
USGS	14048000	2020-05-03	6320	A
USGS	14048000	2020-05-04	5770	A
USGS	14048000	2020-05-05	5490	A
USGS	14048000	2020-05-06	4710	A
USGS	14048000	2020-05-07	4290	A
USGS	14048000	2020-05-08	4420	A
USGS	14048000	2020-05-09	4010	A
USGS	14048000	2020-05-10	3720	A
USGS	14048000	2020-05-11	3650	A
USGS	14048000	2020-05-12	3750	A
USGS	14048000	2020-05-13	4010	A
USGS	14048000	2020-05-14	4120	A
USGS	14048000	2020-05-15	3890	A
USGS	14048000	2020-05-16	3600	A
USGS	14048000	2020-05-17	3440	A
USGS	14048000	2020-05-18	3180	A
USGS	14048000	2020-05-19	3610	A
USGS	14048000	2020-05-20	3930	A
USGS	14048000	2020-05-21	3950	A
USGS	14048000	2020-05-22	15700	A
USGS	14048000	2020-05-23	12400	A
USGS	14048000	2020-05-24	9670	A
USGS	14048000	2020-05-25	7730	A
USGS	14048000	2020-05-26	6540	A
USGS	14048000	2020-05-27	5910	A
USGS	14048000	2020-05-28	5580	A
USGS	14048000	2020-05-29	5090	A
USGS	14048000	2020-05-30	4790	A
USGS	14048000	2020-05-31	4820	A
USGS	14048000	2020-06-01	4920	A
USGS	14048000	2020-06-02	4640	A
USGS	14048000	2020-06-03	4010	A
USGS	14048000	2020-06-04	3530	A
USGS	14048000	2020-06-05	3180	A
USGS	14048000	2020-06-06	2890	A
USGS	14048000	2020-06-07	2670	A
USGS	14048000	2020-06-08	2650	A
USGS	14048000	2020-06-09	2520	A
USGS	14048000	2020-06-10	2470	A
USGS	14048000	2020-06-11	2270	A
USGS	14048000	2020-06-12	2220	A
USGS	14048000	2020-06-13	2040	A
USGS	14048000	2020-06-14	1940	A
USGS	14048000	2020-06-15	1990	A
USGS	14048000	2020-06-16	2200	A
USGS	14048000	2020-06-17	2260	A
USGS	14048000	2020-06-18	2680	A
USGS	14048000	2020-06-19	2590	A
USGS	14048000	2020-06-20	2300	A
USGS	14048000	2020-06-21	2100	A
USGS	14048000	2020-06-22	1940	A
USGS	14048000	2020-06-23	1850	A
USGS	14048000	2020-06-24	1730	A
USGS	14048000	2020-06-25	1590	A
USGS	14048000	2020-06-26	1490	A
USGS	14048000	2020-06-27	1400	A
USGS	14048000	2020-06-28	1330	A
USGS	14048000	2020-06-29	1280	A
USGS	14048000	2020-06-30	1200	A
USGS	14048000	2020-07-01	1180	A
USGS	14048000	2020-07-02	1270	A
USGS	14048000	2020-07-03	1200	A
USGS	14048000	2020-07-04	1090	A
USGS	14048000	2020-07-05	969	A
USGS	14048000	2020-07-06	895	A
USGS	14048000	2020-07-07	829	A
USGS	14048000	2020-07-08	775	A
USGS	14048000	2020-07-09	727	A
USGS	14048000	2020-07-10	685	A
USGS	14048000	2020-07-11	639	A
USGS	14048000	2020-07-12	592	A
USGS	14048000	2020-07-13	564	A
USGS	14048000	2020-07-14	538	A
USGS	14048000	2020-07-15	499	A
USGS	14048000	2020-07-16	464	A
USGS	14048000	2020-07-17	427	A
USGS	14048000	2020-07-18	408	A
USGS	14048000	2020-07-19	370	A
USGS	14048000	2020-07-20	332	A
USGS	14048000	2020-07-21	307	A
USGS	14048000	2020-07-22	281	A
USGS	14048000	2020-07-23	264	A
USGS	14048000	2020-07-24	250	A
USGS	14048000	2020-07-25	237	A
USGS	14048000	2020-07-26	221	A
USGS	14048000	2020-07-27	204	A
USGS	14048000	2020-07-28	187	A
USGS	14048000	2020-07-29	175	A
USGS	14048000	2020-07-30	167	A
USGS	14048000	2020-07-31	151	A
USGS	14048000	2020-08-01	142	A
USGS	14048000	2020-08-02	138	A
USGS	14048000	2020-08-03	131	A
USGS	14048000	2020-08-04	130	A
USGS	14048000	2020-08-05	125	A
USGS	14048000	2020-08-06	109	A
USGS	14048000	2020-08-07	99.8	A
USGS	14048000	2020-08-08	92.9	A
USGS	14048000	2020-08-09	89.5	A
USGS	14048000	2020-08-10	88.1	A
USGS	14048000	2020-08-11	81.3	A
USGS	14048000	2020-08-12	82.4	A
USGS	14048000	2020-08-13	82.0	A
USGS	14048000	2020-08-14	83.6	A
USGS	14048000	2020-08-15	79.5	A
USGS	14048000	2020-08-16	77.0	A
USGS	14048000	2020-08-17	72.9	A
USGS	14048000	2020-08-18	69.6	A
USGS	14048000	2020-08-19	67.7	A
USGS	14048000	2020-08-20	68.5	A
USGS	14048000	2020-08-21	63.5	A
USGS	14048000	2020-08-22	60.6	A
USGS	14048000	2020-08-23	65.9	A
USGS	14048000	2020-08-24	60.1	A
USGS	14048000	2020-08-25	53.6	A
USGS	14048000	2020-08-26	50.5	A
USGS	14048000	2020-08-27	50.9	A
USGS	14048000	2020-08-28	56.3	A
USGS	14048000	2020-08-29	56.2	A
USGS	14048000	2020-08-30	50.4	A
USGS	14048000	2020-08-31	49.2	A
USGS	14048000	2020-09-01	51.6	A
USGS	14048000	2020-09-02	53.1	A
USGS	14048000	2020-09-03	61.9	A
USGS	14048000	2020-09-04	63.8	A
USGS	14048000	2020-09-05	57.7	A
USGS	14048000	2020-09-06	54.8	A
USGS	14048000	2020-09-07	52.2	A
USGS	14048000	2020-09-08	51.0	A
USGS	14048000	2020-09-09	54.6	A
USGS	14048000	2020-09-10	56.8	A
USGS	14048000	2020-09-11	57.7	A
USGS	14048000	2020-09-12	57.7	A
USGS	14048000	2020-09-13	56.8	A
USGS	14048000	2020-09-14	58.7	A
USGS	14048000	2020-09-15	67.5	A
USGS	14048000	2020-09-16	69.9	A
USGS	14048000	2020-09-17	67.5	A
USGS	14048000	2020-09-18	62.7	A
USGS	14048000	2020-09-19	66.3	A
USGS	14048000	2020-09-20	82.5	A
USGS	14048000	2020-09-21	83.1	A
