"","tag_code","state","date_time","pathway"
"6728","3D9.1BF207C6FE","mainstem, BON to MCN",2007-09-16 07:20:42,"BON (adult)"
"6729","3D9.1BF207C6FE","mainstem, MCN to ICH or PRA",2007-09-23 00:37:10,"MCN (adult)"
"6730","3D9.1BF207C6FE","mainstem, PRA to RIS",2007-09-27 10:15:34,"PRA (adult)"
"6731","3D9.1BF207C6FE","mainstem, RIS to RRE",2007-09-30 01:47:12,"RIS (adult)"
"6732","3D9.1BF207C6FE","mainstem, RRE to WEL",2007-10-03 03:12:41,"RRE (adult)"
"6733","3D9.1BF207C6FE","mainstem, upstream of WEL",2007-10-05 08:49:31,"WEL (adult)"
"6734","3D9.1BF207CC70","mainstem, BON to MCN",2007-08-12 03:34:21,"BON (adult)"
"6735","3D9.1BF207CC70","mainstem, MCN to ICH or PRA",2007-09-16 03:32:43,"MCN (adult)"
"6736","3D9.1BF207CC70","mainstem, PRA to RIS",2007-09-19 08:33:01,"PRA (adult)"
"6737","3D9.1BF207CC70","mainstem, RIS to RRE",2007-09-25 10:31:29,"RIS (adult)"
"6738","3D9.1BF207CC70","mainstem, RRE to WEL",2007-09-30 08:08:35,"RRE (adult)"
"6739","3D9.1BF207CC70","mainstem, upstream of WEL",2007-10-30 05:08:34,"WEL (adult)"
"6740","3D9.1BF207D36D","mainstem, BON to MCN",2007-08-14 05:31:34,"BON (adult)"
"6741","3D9.1BF207D36D","mainstem, MCN to ICH or PRA",2007-09-25 00:26:05,"MCN (adult)"
"...6742","3D9.1BF207D36D","mainstem, BON to MCN",NA,"implicit"
"...6743","3D9.1BF207D36D","mainstem, mouth to BON",NA,"implicit"
"6744","3D9.1BF207D36D","mainstem, BON to MCN",2008-09-05 02:38:02,"BON (adult)"
"6745","3D9.1BF207D36D","John Day River",2008-10-21 19:09:05,"JDR_sites"
"...6746","3D9.1BF207D36D","mainstem, BON to MCN",NA,"implicit"
"6747","3D9.1BF207D36D","mainstem, mouth to BON",2009-05-17 18:48:14,"BON_fallback_arrays"
"6748","3D9.1BF207D96F","mainstem, BON to MCN",2006-07-26 02:50:56,"BON (adult)"
"6749","3D9.1BF207D96F","mainstem, MCN to ICH or PRA",2006-09-16 04:39:02,"MCN (adult)"
"6750","3D9.1BF207D96F","mainstem, PRA to RIS",2006-09-21 00:31:45,"PRA (adult)"
"6751","3D9.1BF207D96F","mainstem, RIS to RRE",2006-09-24 08:32:49,"RIS (adult)"
"6752","3D9.1BF207D96F","mainstem, RRE to WEL",2006-09-25 06:15:22,"RRE (adult)"
"6753","3D9.1BF207D96F","mainstem, upstream of WEL",2006-09-27 05:23:25,"WEL (adult)"
"6754","3D9.1BF207E056","mainstem, BON to MCN",2008-07-02 06:28:55,"BON (adult)"
"6755","3D9.1BF207E056","mainstem, MCN to ICH or PRA",2008-07-16 11:32:10,"MCN (adult)"
"6756","3D9.1BF207E056","mainstem, PRA to RIS",2008-07-27 08:28:49,"PRA (adult)"
"6757","3D9.1BF207E056","mainstem, RIS to RRE",2008-08-01 01:15:51,"RIS (adult)"
"6758","3D9.1BF207E056","mainstem, RRE to WEL",2008-08-03 10:09:59,"RRE (adult)"
"6759","3D9.1BF207E056","mainstem, upstream of WEL",2008-08-19 10:46:13,"WEL (adult)"
"6760","3D9.1BF207E48D","mainstem, BON to MCN",2006-08-10 05:42:38,"BON (adult)"
"6761","3D9.1BF207E79B","mainstem, BON to MCN",2006-08-09 11:40:22,"BON (adult)"
"6762","3D9.1BF207E79B","mainstem, MCN to ICH or PRA",2006-09-18 09:32:54,"MCN (adult)"
"6763","3D9.1BF207E79B","mainstem, PRA to RIS",2006-09-24 04:44:21,"PRA (adult)"
"6764","3D9.1BF207E79B","mainstem, RIS to RRE",2006-09-28 03:38:01,"RIS (adult)"
"6765","3D9.1BF207E79B","mainstem, RRE to WEL",2006-09-29 04:50:12,"RRE (adult)"
"6766","3D9.1BF207E79B","mainstem, upstream of WEL",2006-10-07 06:44:03,"WEL (adult)"
"6767","3D9.1BF207EB14","mainstem, BON to MCN",2006-08-18 05:34:22,"BON (adult)"
"6768","3D9.1BF207EB14","mainstem, MCN to ICH or PRA",2006-08-26 01:25:12,"MCN (adult)"
"6769","3D9.1BF207EB14","mainstem, PRA to RIS",2006-08-31 03:20:13,"PRA (adult)"
"6770","3D9.1BF207EB14","mainstem, RIS to RRE",2006-09-02 22:13:30,"RIS (adult)"
"6771","3D9.1BF207EB14","mainstem, RRE to WEL",2006-09-05 07:42:45,"RRE (adult)"
"6772","3D9.1BF207EB14","mainstem, upstream of WEL",2006-09-12 04:32:20,"WEL (adult)"
"6773","3D9.1BF207EB14","mainstem, RRE to WEL",NA,"implicit"
"6774","3D9.1BF207EB14","mainstem, upstream of WEL",2006-11-11 01:55:15,"WEL (adult)"
"6775","3D9.1BF207F0C9","mainstem, BON to MCN",2006-07-26 02:55:53,"BON (adult)"
"6776","3D9.1BF207F0C9","mainstem, MCN to ICH or PRA",2006-09-01 06:30:23,"MCN (adult)"
"6777","3D9.1BF207F0C9","mainstem, PRA to RIS",2006-09-05 00:40:07,"PRA (adult)"
"6778","3D9.1BF207F0C9","mainstem, RIS to RRE",2006-09-08 06:50:39,"RIS (adult)"
"6779","3D9.1BF207F0C9","mainstem, RRE to WEL",2006-09-09 06:34:27,"RRE (adult)"
"6780","3D9.1BF207F0C9","mainstem, upstream of WEL",2006-09-10 23:10:38,"WEL (adult)"
"6781","3D9.1BF207F4D3","mainstem, BON to MCN",2006-07-30 11:46:31,"BON (adult)"
"6782","3D9.1BF207F4D3","mainstem, MCN to ICH or PRA",2006-10-06 20:18:35,"MCN (adult)"
"6783","3D9.1BF207F4D3","mainstem, BON to MCN",2006-10-09 11:04:06,"MCN_fallback_arrays"
"6784","3D9.1BF207F4D3","mainstem, MCN to ICH or PRA",2006-10-16 06:54:41,"MCN (adult)"
"6785","3D9.1BF207F4D3","mainstem, ICH to LGR",2006-11-05 04:29:40,"ICH (adult)"
"6786","3D9.1BF207F4D3","Tucannon River",2006-11-20 00:29:01,"TUC_sites"
"...6787","3D9.1BF207F4D3","mainstem, ICH to LGR",NA,"implicit"
"6789","3D9.1BF207F4D3","mainstem, upstream of LGR",2006-11-29 00:08:24,"LGR (adult)"
"6790","3D9.1BF207FAE8","mainstem, BON to MCN",2006-08-09 00:55:40,"BON (adult)"
"6791","3D9.1BF207FAE8","mainstem, MCN to ICH or PRA",2006-08-19 19:10:46,"MCN (adult)"
"6792","3D9.1BF207FAE8","mainstem, PRA to RIS",2006-08-26 02:33:43,"PRA (adult)"
"...6793","3D9.1BF207FAE8","mainstem, RIS to RRE",NA,"implicit"
"6794","3D9.1BF207FAE8","mainstem, RRE to WEL",2006-09-02 16:22:58,"RRE (adult)"
"6795","3D9.1BF207FAE8","mainstem, upstream of WEL",2006-09-05 08:46:37,"WEL (adult)"
"...6796","3D9.1BF207FAE8","mainstem, RRE to WEL",NA,"implicit"
"...6797","3D9.1BF207FAE8","mainstem, RIS to RRE",NA,"implicit"
"...6798","3D9.1BF207FAE8","mainstem, PRA to RIS",NA,"implicit"
"...6799","3D9.1BF207FAE8","mainstem, MCN to ICH or PRA",NA,"implicit"
"6800","3D9.1BF207FAE8","mainstem, BON to MCN",2007-05-22 08:05:52,"BON_MCN_inriver"
"6801","3D9.1BF2080134","mainstem, BON to MCN",2007-08-12 03:05:36,"BON (adult)"
"6802","3D9.1BF2080134","mainstem, MCN to ICH or PRA",2007-09-13 04:12:15,"MCN (adult)"
"6803","3D9.1BF2080134","mainstem, PRA to RIS",2007-09-18 03:42:29,"PRA (adult)"
"6804","3D9.1BF2080134","mainstem, RIS to RRE",2007-09-21 00:54:11,"RIS (adult)"
"6805","3D9.1BF2080134","mainstem, RRE to WEL",2007-09-24 11:00:19,"RRE (adult)"
"6806","3D9.1BF208069F","mainstem, BON to MCN",2006-08-30 11:09:43,"BON (adult)"
"6807","3D9.1BF208069F","mainstem, mouth to BON",NA,"implicit"
"6808","3D9.1BF208069F","mainstem, BON to MCN",2006-08-30 23:02:40,"BON (adult)"
"6809","3D9.1BF208069F","mainstem, MCN to ICH or PRA",2006-09-15 01:25:30,"MCN (adult)"
"6810","3D9.1BF208069F","mainstem, PRA to RIS",2006-09-21 11:54:02,"PRA (adult)"
"6811","3D9.1BF208069F","mainstem, RIS to RRE",2006-09-27 10:43:00,"RIS (adult)"
"6812","3D9.1BF208069F","mainstem, RRE to WEL",2006-09-28 13:52:48,"RRE (adult)"
"6813","3D9.1BF208069F","mainstem, upstream of WEL",2006-10-01 06:19:06,"WEL (adult)"
"6814","3D9.1BF2080957","mainstem, BON to MCN",2006-08-24 10:25:55,"BON (adult)"
"6815","3D9.1BF2080957","mainstem, MCN to ICH or PRA",2006-10-04 11:04:11,"MCN (adult)"
"6816","3D9.1BF2080957","mainstem, PRA to RIS",2006-10-09 02:18:16,"PRA (adult)"
"6817","3D9.1BF2080957","mainstem, RIS to RRE",2006-11-11 00:13:00,"RIS (adult)"
"6818","3D9.1BF2080957","mainstem, RRE to WEL",2006-11-13 02:58:22,"RRE (adult)"
"6819","3D9.1BF2080957","mainstem, upstream of WEL",2006-11-16 00:02:13,"WEL (adult)"
"6820","3D9.1BF2081E5D","mainstem, BON to MCN",2006-08-18 01:35:07,"BON (adult)"
"6821","3D9.1BF2081E5D","mainstem, MCN to ICH or PRA",2006-09-07 06:57:57,"MCN (adult)"
"6822","3D9.1BF2081E5D","mainstem, PRA to RIS",2006-09-11 00:14:00,"PRA (adult)"
"6823","3D9.1BF2081E5D","mainstem, RIS to RRE",2006-09-13 01:19:02,"RIS (adult)"
"6824","3D9.1BF2081E5D","mainstem, RRE to WEL",2006-09-14 00:18:53,"RRE (adult)"
"6825","3D9.1BF2081E5D","mainstem, upstream of WEL",2006-09-17 03:15:59,"WEL (adult)"
"6826","3D9.1BF20834B5","mainstem, BON to MCN",2006-07-20 23:56:30,"BON (adult)"
"6827","3D9.1BF20834B5","mainstem, MCN to ICH or PRA",2006-07-26 09:30:28,"MCN (adult)"
"6828","3D9.1BF20834B5","mainstem, PRA to RIS",2006-08-03 10:21:21,"PRA (adult)"
"6829","3D9.1BF20834B5","mainstem, RIS to RRE",2006-08-06 22:50:50,"RIS (adult)"
"6830","3D9.1BF20834B5","mainstem, RRE to WEL",2006-08-08 04:32:53,"RRE (adult)"
"6831","3D9.1BF20834B5","mainstem, upstream of WEL",2006-08-09 19:53:12,"WEL (adult)"
"6832","3D9.1BF2083AA5","mainstem, BON to MCN",2006-09-25 04:34:48,"BON (adult)"
"6833","3D9.1BF2083AA5","mainstem, MCN to ICH or PRA",2006-10-02 05:01:48,"MCN (adult)"
"6834","3D9.1BF2083AA5","mainstem, PRA to RIS",2006-10-08 09:56:16,"PRA (adult)"
"6835","3D9.1BF2083AA5","mainstem, RIS to RRE",2006-10-13 05:18:00,"RIS (adult)"
"6836","3D9.1BF2083AA5","mainstem, RRE to WEL",2006-10-14 04:24:56,"RRE (adult)"
"6837","3D9.1BF2083AA5","mainstem, upstream of WEL",2006-10-19 07:11:12,"WEL (adult)"
"6838","3D9.1BF2083FF1","mainstem, BON to MCN",2007-08-05 04:27:23,"BON (adult)"
"6839","3D9.1BF2083FF1","mainstem, MCN to ICH or PRA",2007-09-05 12:16:06,"MCN (adult)"
"6840","3D9.1BF2083FF1","mainstem, PRA to RIS",2007-09-14 03:01:43,"PRA (adult)"
"6841","3D9.1BF2083FF1","mainstem, RIS to RRE",2007-09-16 18:03:18,"RIS (adult)"
"6842","3D9.1BF2083FF1","mainstem, PRA to RIS",NA,"implicit"
"6843","3D9.1BF2083FF1","mainstem, RIS to RRE",2007-09-17 04:28:39,"RIS (adult)"
"6844","3D9.1BF2083FF1","mainstem, RRE to WEL",2007-09-19 03:14:16,"RRE (adult)"
"6845","3D9.1BF2083FF1","mainstem, upstream of WEL",2007-09-22 05:18:45,"WEL (adult)"
"6846","3D9.1BF2084366","mainstem, BON to MCN",2006-09-03 03:58:32,"BON (adult)"
"6847","3D9.1BF2084ACC","mainstem, BON to MCN",2006-08-13 09:53:09,"BON (adult)"
"6848","3D9.1BF2084ACC","mainstem, mouth to BON",NA,"implicit"
"6849","3D9.1BF2084ACC","mainstem, BON to MCN",2006-08-13 22:36:17,"BON (adult)"
"6850","3D9.1BF2084ACC","mainstem, MCN to ICH or PRA",2006-09-10 23:25:41,"MCN (adult)"
"6851","3D9.1BF2084ACC","mainstem, PRA to RIS",2006-09-18 10:52:01,"PRA (adult)"
"6852","3D9.1BF2084ACC","mainstem, RIS to RRE",2006-09-24 03:42:40,"RIS (adult)"
"6853","3D9.1BF2084ACC","mainstem, RRE to WEL",2006-09-27 09:12:40,"RRE (adult)"
"6854","3D9.1BF2084ACC","mainstem, upstream of WEL",2006-11-11 02:13:32,"WEL (adult)"
"6855","3D9.1BF20850E6","mainstem, BON to MCN",2007-08-13 05:36:35,"BON (adult)"
"6856","3D9.1BF20850E6","mainstem, MCN to ICH or PRA",2007-08-20 08:53:54,"MCN (adult)"
"6857","3D9.1BF20850E6","mainstem, PRA to RIS",2007-08-30 04:09:10,"PRA (adult)"
"6858","3D9.1BF20850E6","mainstem, RIS to RRE",2007-09-03 08:43:32,"RIS (adult)"
"6859","3D9.1BF20850E6","mainstem, RRE to WEL",2007-09-06 05:05:10,"RRE (adult)"
"6860","3D9.1BF20850E6","mainstem, upstream of WEL",2007-09-10 13:52:29,"WEL (adult)"
"...6861","3D9.1BF20850E6","mainstem, RRE to WEL",NA,"implicit"
"...6862","3D9.1BF20850E6","mainstem, RIS to RRE",NA,"implicit"
"...6863","3D9.1BF20850E6","mainstem, PRA to RIS",NA,"implicit"
"...6864","3D9.1BF20850E6","mainstem, MCN to ICH or PRA",NA,"implicit"
"...6865","3D9.1BF20850E6","mainstem, BON to MCN",NA,"implicit"
"6866","3D9.1BF20850E6","mainstem, MCN to ICH or PRA",2008-05-18 07:38:04,"MCN (adult)"
"6867","3D9.1BF2085891","mainstem, BON to MCN",2006-07-26 07:16:43,"BON (adult)"
"6868","3D9.1BF2085891","mainstem, MCN to ICH or PRA",2006-09-06 09:08:33,"MCN (adult)"
"...6869","3D9.1BF2085891","mainstem, PRA to RIS",NA,"implicit"
"...6870","3D9.1BF2085891","mainstem, RIS to RRE",NA,"implicit"
"6871","3D9.1BF2085891","mainstem, RRE to WEL",2006-09-18 00:07:25,"RRE (adult)"
"6872","3D9.1BF2085891","mainstem, upstream of WEL",2006-09-21 04:51:23,"WEL (adult)"
"6873","3D9.1BF2085C3E","mainstem, BON to MCN",2006-07-30 08:59:46,"BON (adult)"
"6874","3D9.1BF2085C3E","mainstem, MCN to ICH or PRA",2006-08-08 02:23:48,"MCN (adult)"
"6875","3D9.1BF2085C3E","mainstem, PRA to RIS",2006-08-15 07:26:59,"PRA (adult)"
"6876","3D9.1BF2085C3E","mainstem, RIS to RRE",2006-08-21 07:19:41,"RIS (adult)"
"6877","3D9.1BF2085C3E","mainstem, RRE to WEL",2006-08-23 03:52:08,"RRE (adult)"
"6878","3D9.1BF2085C3E","mainstem, upstream of WEL",2006-08-25 06:52:17,"WEL (adult)"
"6879","3D9.1BF2086138","mainstem, BON to MCN",2006-08-06 02:09:17,"BON (adult)"
"6881","3D9.1BF20863DE","mainstem, BON to MCN",2006-08-17 01:35:47,"BON (adult)"
"6882","3D9.1BF20863DE","mainstem, MCN to ICH or PRA",2006-08-28 03:19:22,"MCN (adult)"
"6883","3D9.1BF20863DE","mainstem, PRA to RIS",2006-09-03 04:59:14,"PRA (adult)"
"6884","3D9.1BF20863DE","mainstem, RIS to RRE",2006-09-10 01:16:56,"RIS (adult)"
"6885","3D9.1BF20863DE","mainstem, RRE to WEL",2006-09-12 10:06:36,"RRE (adult)"
"6886","3D9.1BF20863DE","mainstem, upstream of WEL",2006-09-14 05:32:38,"WEL (adult)"
"6887","3D9.1BF20869EF","mainstem, BON to MCN",2006-08-29 02:31:45,"BON (adult)"
"6888","3D9.1BF20869EF","mainstem, MCN to ICH or PRA",2006-09-12 05:43:11,"MCN (adult)"
"6889","3D9.1BF20869EF","mainstem, PRA to RIS",2006-09-22 05:32:44,"PRA (adult)"
"...6890","3D9.1BF20869EF","mainstem, RIS to RRE",NA,"implicit"
"6891","3D9.1BF20869EF","mainstem, RRE to WEL",2006-10-02 05:06:15,"RRE (adult)"
"6892","3D9.1BF20869EF","mainstem, upstream of WEL",2006-10-04 00:58:49,"WEL (adult)"
"6893","3D9.1BF2086CC3","mainstem, BON to MCN",2006-07-27 01:21:35,"BON (adult)"
"6894","3D9.1BF2086CC3","mainstem, MCN to ICH or PRA",2006-08-11 09:19:57,"MCN (adult)"
"6895","3D9.1BF2086CC3","mainstem, PRA to RIS",2006-08-20 05:15:21,"PRA (adult)"
"6896","3D9.1BF2086CC3","mainstem, RIS to RRE",2006-08-25 01:46:01,"RIS (adult)"
"6897","3D9.1BF2086CC3","mainstem, RRE to WEL",2006-08-26 11:39:22,"RRE (adult)"
"6898","3D9.1BF2086CC3","mainstem, upstream of WEL",2006-08-30 06:55:48,"WEL (adult)"
"6899","3D9.1BF208713A","mainstem, BON to MCN",2007-07-09 11:08:21,"BON (adult)"
"6900","3D9.1BF208713A","mainstem, mouth to BON",NA,"implicit"
"6901","3D9.1BF208713A","mainstem, BON to MCN",2007-07-09 23:34:17,"BON (adult)"
"6902","3D9.1BF208713A","mainstem, MCN to ICH or PRA",2007-07-15 00:56:42,"MCN (adult)"
"6903","3D9.1BF208713A","mainstem, PRA to RIS",2007-07-22 06:42:28,"PRA (adult)"
"6904","3D9.1BF208713A","mainstem, RIS to RRE",2007-07-24 23:22:39,"RIS (adult)"
"6905","3D9.1BF208713A","mainstem, RRE to WEL",2007-07-27 02:33:14,"RRE (adult)"
"6906","3D9.1BF208713A","mainstem, upstream of WEL",2007-07-29 11:37:07,"WEL (adult)"
"6907","3D9.1BF208735B","mainstem, BON to MCN",2006-07-24 05:06:00,"BON (adult)"
"6908","3D9.1BF208735B","mainstem, MCN to ICH or PRA",2006-07-31 06:10:37,"MCN (adult)"
"6909","3D9.1BF208735B","mainstem, PRA to RIS",2006-08-07 05:11:00,"PRA (adult)"
"6910","3D9.1BF208735B","mainstem, RIS to RRE",2006-08-10 00:31:47,"RIS (adult)"
"6911","3D9.1BF208735B","mainstem, RRE to WEL",2006-08-11 05:34:28,"RRE (adult)"
"6912","3D9.1BF208735B","mainstem, upstream of WEL",2006-08-13 08:12:51,"WEL (adult)"
"6913","3D9.1BF208765F","mainstem, BON to MCN",2006-07-21 10:26:10,"BON (adult)"
"6914","3D9.1BF208765F","mainstem, mouth to BON",NA,"implicit"
"6915","3D9.1BF208765F","mainstem, BON to MCN",2006-07-21 22:46:18,"BON (adult)"
"6916","3D9.1BF20881A7","mainstem, BON to MCN",2006-08-15 02:08:49,"BON (adult)"
"6917","3D9.1BF20881A7","mainstem, MCN to ICH or PRA",2006-08-22 02:46:09,"MCN (adult)"
"6918","3D9.1BF20881A7","mainstem, PRA to RIS",2006-08-29 00:48:17,"PRA (adult)"
"6919","3D9.1BF20881A7","mainstem, RIS to RRE",2006-09-03 05:45:17,"RIS (adult)"
"6920","3D9.1BF20881A7","mainstem, RRE to WEL",2006-09-04 07:33:22,"RRE (adult)"
"6921","3D9.1BF20881A7","mainstem, upstream of WEL",2006-09-06 22:42:07,"WEL (adult)"
"6922","3D9.1BF2089855","mainstem, BON to MCN",2007-08-18 07:51:52,"BON (adult)"
"6923","3D9.1BF208A59B","mainstem, BON to MCN",2006-08-16 03:59:12,"BON (adult)"
"6924","3D9.1BF208A59B","mainstem, MCN to ICH or PRA",2006-09-20 00:54:59,"MCN (adult)"
"6925","3D9.1BF208ABC9","mainstem, BON to MCN",2006-07-26 04:39:01,"BON (adult)"
"6926","3D9.1BF208ABC9","mainstem, MCN to ICH or PRA",2006-08-23 23:52:54,"MCN (adult)"
"6927","3D9.1BF208ABC9","mainstem, PRA to RIS",2006-08-31 22:46:37,"PRA (adult)"
"...6928","3D9.1BF208ABC9","mainstem, RIS to RRE",NA,"implicit"
"6929","3D9.1BF208ABC9","mainstem, RRE to WEL",2006-09-07 07:51:52,"RRE (adult)"
"6930","3D9.1BF208ABC9","mainstem, upstream of WEL",2006-09-10 04:22:52,"WEL (adult)"
"6931","3D9.1BF208B53C","mainstem, BON to MCN",2006-08-19 03:08:22,"BON (adult)"
"6932","3D9.1BF208B53C","mainstem, MCN to ICH or PRA",2006-09-21 00:53:31,"MCN (adult)"
"6933","3D9.1BF208B53C","mainstem, PRA to RIS",2006-09-27 00:08:33,"PRA (adult)"
"6934","3D9.1BF208B53C","mainstem, RIS to RRE",2006-09-30 07:32:02,"RIS (adult)"
"6935","3D9.1BF208B53C","mainstem, RRE to WEL",2006-11-06 02:30:38,"RRE (adult)"
"6936","3D9.1BF208BBA0","mainstem, BON to MCN",2006-07-08 06:37:49,"BON (adult)"
"6937","3D9.1BF208C971","mainstem, BON to MCN",2006-08-18 02:55:00,"BON (adult)"
"6938","3D9.1BF208E04B","mainstem, BON to MCN",2006-08-04 07:43:04,"BON (adult)"
"6939","3D9.1BF208E04B","mainstem, MCN to ICH or PRA",2006-08-11 07:26:49,"MCN (adult)"
"6940","3D9.1BF208E04B","mainstem, PRA to RIS",2006-08-19 07:13:03,"PRA (adult)"
"6941","3D9.1BF208E04B","mainstem, RIS to RRE",2006-08-23 01:19:01,"RIS (adult)"
"6942","3D9.1BF208E04B","mainstem, RRE to WEL",2006-08-31 06:15:09,"RRE (adult)"
"6943","3D9.1BF208E04B","mainstem, upstream of WEL",2006-09-03 11:08:41,"WEL (adult)"
"6944","3D9.1BF208EF5A","mainstem, BON to MCN",2007-07-04 04:32:22,"BON (adult)"
"6945","3D9.1BF208EF5A","mainstem, MCN to ICH or PRA",2007-07-12 11:18:49,"MCN (adult)"
"6946","3D9.1BF208EF5A","mainstem, BON to MCN",NA,"implicit"
"6947","3D9.1BF208EF5A","mainstem, MCN to ICH or PRA",2007-07-12 21:03:26,"MCN (adult)"
"6948","3D9.1BF208EF5A","mainstem, PRA to RIS",2007-07-18 08:58:25,"PRA (adult)"
"6949","3D9.1BF208EF5A","mainstem, RIS to RRE",2007-07-21 23:16:36,"RIS (adult)"
"6950","3D9.1BF208EF5A","mainstem, RRE to WEL",2007-07-24 03:36:19,"RRE (adult)"
"6951","3D9.1BF208EF5A","mainstem, upstream of WEL",2007-07-26 02:25:03,"WEL (adult)"
"6952","3D9.1BF208F95F","mainstem, BON to MCN",2006-08-18 02:45:36,"BON (adult)"
"6953","3D9.1BF208F95F","mainstem, MCN to ICH or PRA",2006-09-01 00:15:00,"MCN (adult)"
"6954","3D9.1BF208F95F","mainstem, PRA to RIS",2006-09-09 03:09:52,"PRA (adult)"
"6955","3D9.1BF208F95F","mainstem, RIS to RRE",2006-09-15 08:02:16,"RIS (adult)"
"6956","3D9.1BF208F95F","mainstem, RRE to WEL",2006-09-18 01:51:17,"RRE (adult)"
"6957","3D9.1BF208F95F","mainstem, upstream of WEL",2006-09-20 02:38:43,"WEL (adult)"
"...6958","3D9.1BF208F95F","mainstem, RRE to WEL",NA,"implicit"
"...6959","3D9.1BF208F95F","mainstem, RIS to RRE",NA,"implicit"
"...6960","3D9.1BF208F95F","mainstem, PRA to RIS",NA,"implicit"
"...6961","3D9.1BF208F95F","mainstem, MCN to ICH or PRA",NA,"implicit"
"...6962","3D9.1BF208F95F","mainstem, BON to MCN",NA,"implicit"
"6963","3D9.1BF208F95F","mainstem, mouth to BON",2007-06-30 14:49:53,"BON_fallback_arrays"
"...6964","3D9.1BF208F95F","mainstem, BON to MCN",NA,"implicit"
"...6965","3D9.1BF208F95F","mainstem, MCN to ICH or PRA",NA,"implicit"
"6966","3D9.1BF208F95F","mainstem, PRA to RIS",2008-07-10 01:28:00,"PRA (adult)"
"...6967","3D9.1BF208F95F","mainstem, MCN to ICH or PRA",NA,"implicit"
"...6968","3D9.1BF208F95F","mainstem, BON to MCN",NA,"implicit"
"...6969","3D9.1BF208F95F","mainstem, mouth to BON",NA,"implicit"
"6970","3D9.1BF208F95F","mainstem, BON to MCN",2008-09-11 11:43:02,"BON (adult)"
"6971","3D9.1BF208F95F","mainstem, MCN to ICH or PRA",2008-09-19 02:24:24,"MCN (adult)"
"6972","3D9.1BF208F95F","mainstem, PRA to RIS",2008-09-25 03:45:54,"PRA (adult)"
"6973","3D9.1BF208F95F","mainstem, RIS to RRE",2008-10-01 04:47:52,"RIS (adult)"
"6974","3D9.1BF208F95F","mainstem, RRE to WEL",2008-10-02 03:11:21,"RRE (adult)"
"6975","3D9.1BF208FF6A","mainstem, BON to MCN",2006-08-20 05:20:47,"BON (adult)"
"6976","3D9.1BF208FF6A","mainstem, MCN to ICH or PRA",2006-08-30 10:07:25,"MCN (adult)"
"6977","3D9.1BF208FF6A","mainstem, BON to MCN",NA,"implicit"
"6978","3D9.1BF208FF6A","mainstem, MCN to ICH or PRA",2006-08-30 22:21:14,"MCN (adult)"
"6979","3D9.1BF208FF6A","mainstem, PRA to RIS",2006-09-20 07:48:18,"PRA (adult)"
"6980","3D9.1BF208FF6A","mainstem, RIS to RRE",2006-09-26 00:41:42,"RIS (adult)"
"6981","3D9.1BF208FF6A","mainstem, RRE to WEL",2006-09-27 02:54:40,"RRE (adult)"
"6982","3D9.1BF208FF6A","mainstem, upstream of WEL",2006-09-29 07:25:22,"WEL (adult)"
"6983","3D9.1BF209046D","mainstem, BON to MCN",2006-08-16 05:55:28,"BON (adult)"
"6984","3D9.1BF209046D","mainstem, MCN to ICH or PRA",2006-08-25 02:20:16,"MCN (adult)"
"6985","3D9.1BF209046D","mainstem, PRA to RIS",2006-09-01 06:09:23,"PRA (adult)"
"6986","3D9.1BF209046D","mainstem, RIS to RRE",2006-09-06 04:59:18,"RIS (adult)"
"6987","3D9.1BF209046D","mainstem, RRE to WEL",2006-09-09 07:27:07,"RRE (adult)"
"6988","3D9.1BF209046D","mainstem, upstream of WEL",2006-10-12 07:38:12,"WEL (adult)"
"6989","3D9.1BF2091700","mainstem, BON to MCN",2007-07-16 12:36:30,"BON (adult)"
"6990","3D9.1BF2091700","mainstem, mouth to BON",NA,"implicit"
"6991","3D9.1BF2091700","mainstem, BON to MCN",2007-07-16 21:54:58,"BON (adult)"
"6992","3D9.1BF2091D48","mainstem, BON to MCN",2006-08-02 09:32:33,"BON (adult)"
"6993","3D9.1BF2091D48","mainstem, MCN to ICH or PRA",2006-09-02 05:04:51,"MCN (adult)"
"6994","3D9.1BF2091D48","mainstem, PRA to RIS",2006-09-07 02:43:06,"PRA (adult)"
"6995","3D9.1BF2091D48","mainstem, RIS to RRE",2006-09-10 02:31:06,"RIS (adult)"
"...6996","3D9.1BF2091D48","mainstem, PRA to RIS",NA,"implicit"
"...6997","3D9.1BF2091D48","mainstem, MCN to ICH or PRA",NA,"implicit"
"...6998","3D9.1BF2091D48","mainstem, BON to MCN",NA,"implicit"
"6999","3D9.1BF2091D48","mainstem, mouth to BON",2007-05-14 22:40:55,"BON_fallback_arrays"
"7000","3D9.1BF2092534","mainstem, BON to MCN",2006-07-26 04:42:25,"BON (adult)"
"7001","3D9.1BF2092534","mainstem, MCN to ICH or PRA",2006-07-31 04:49:53,"MCN (adult)"
"7002","3D9.1BF2092534","mainstem, PRA to RIS",2006-08-06 02:31:19,"PRA (adult)"
"7003","3D9.1BF2092534","mainstem, RIS to RRE",2006-08-08 10:35:46,"RIS (adult)"
"7004","3D9.1BF2092534","mainstem, RRE to WEL",2006-08-10 07:03:08,"RRE (adult)"
"7005","3D9.1BF20930D1","mainstem, BON to MCN",2006-09-05 05:47:21,"BON (adult)"
"7006","3D9.1BF20930D1","mainstem, MCN to ICH or PRA",2006-09-10 03:10:07,"MCN (adult)"
