mrr_code|mrr_rkm|mrr_name|mrr_type|mrr_typedesc|mrr_huc8|mrr_huc8name|mrr_huc6|mrr_huc6name
WAP|539.172|Wapato Diversion Dam, Yakima River|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17030003|Lower Yakima|170300|Yakima
WAPATC|539.172|Wapato Canal - headgate to diversion screen (km 000-001)|River|Entire river or stream.|17030003|Lower Yakima|170300|Yakima
AHTANC|539.172|Ahtanum Creek, Yakima River|River|Entire river or stream.|17030003|Lower Yakima|170300|Yakima
WAPTAL|539.172|WAP - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030003|Lower Yakima|170300|Yakima
WAPATD|539.172|Wapato Dam (Archaic - replaced with WAP)|Archaic|Site codes that were in use at one time, but have been retired and replaced by one or more new site codes.|17030003|Lower Yakima|170300|Yakima
WAPATS|539.172.001|Wapato Screen (Archaic)|Archaic|Site codes that were in use at one time, but have been retired and replaced by one or more new site codes.|17030003|Lower Yakima|170300|Yakima
AHTASF|539.172.037|South Fork Ahtanum Creek, tributary to Ahtanum Creek|River|Entire river or stream.|17030003|Lower Yakima|170300|Yakima
AHTANF|539.172.037|North Fork Ahtanum Creek - Tributary to Ahtanum Creek|River|Entire river or stream.|17030003|Lower Yakima|170300|Yakima
NATCHR|539.187|Natches River|River|Entire river or stream.|17030002|Naches|170300|Yakima
COWICC|539.187.004|Cowiche Creek- Naches Subbasin|River|Entire river or stream.|17030002|Naches|170300|Yakima
COWISF|539.187.004.012|South Fork Cowiche Creek - Tributary to Cowiche Creek|River|Entire river or stream.|17030002|Naches|170300|Yakima
BUCKSL|539.187.005|Buckskin Slough, tributary to Naches RIver|River|Entire river or stream.|17030002|Naches|170300|Yakima
BUCKAP|539.187.005.005|Buckskin Slough Acclimation Site|Acclimation Pond|Acclimation pond or facility.|17030002|Naches|170300|Yakima
TIETNR|539.187.028|Tieton River- Naches Subbasin|River|Entire river or stream.|17030002|Naches|170300|Yakima
WPX|539.187.028|Wapatox Diversion Dam, Naches River|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17030002|Naches|170300|Yakima
WPXTAL|539.187.028|WPX - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030002|Naches|170300|Yakima
WOPTXD|539.187.028|Wapatox Dam (Archaic - replaced with WPX)|Archaic|Site codes that were in use at one time, but have been retired and replaced by one or more new site codes.|17030002|Naches|170300|Yakima
OAKC|539.187.028.003|Oak Creek, Tributary to Tieton River|River|Entire river or stream.|17030002|Naches|170300|Yakima
WILD2C|539.187.028.033|Wildcat Creek - Tributary to Tieton River|River|Entire river or stream.|17030002|Naches|170300|Yakima
TID|539.187.028.034|Tieton Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17030002|Naches|170300|Yakima
TIETNF|539.187.028.037|North Fork Tieton River, Naches Basin|River|Entire river or stream.|17030002|Naches|170300|Yakima
TIETSF|539.187.028.037|South Fork Tieton River|River|Entire river or stream.|17030002|Naches|170300|Yakima
CCD|539.187.028.037.012|Clear Creek Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17030002|Naches|170300|Yakima
CCDFBY|539.187.028.037.012|CCD - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030002|Naches|170300|Yakima
CCDTAL|539.187.028.037.012|CCD - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030002|Naches|170300|Yakima
NFTRAP|539.187.028.037.023|North Fork Tieton River Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17030002|Naches|170300|Yakima
RSNAKC|539.187.045|Rattlesnake Creek- Naches Subbasin|River|Entire river or stream.|17030002|Naches|170300|Yakima
LRSNKC|539.187.045.002|Little Rattlesnake Creek - Tributary to Rattlesnake Creek|River|Entire river or stream.|17030002|Naches|170300|Yakima
RSNANF|539.187.045.012|North Fork Rattlesnake Creek - Tributary to Rattlesnake Creek|River|Entire river or stream.|17030002|Naches|170300|Yakima
HINDOC|539.187.045.021|Hindoo Creek - Tributary to Rattlesnake Creek|River|Entire river or stream.|17030002|Naches|170300|Yakima
NILEC|539.187.047|Nile Creek, tributary to Naches River|River|Entire river or stream.|17030002|Naches|170300|Yakima
ROCK5C|539.187.054|Rock Creek, Tributary to Naches River|River|Entire river or stream.|17030002|Naches|170300|Yakima
RCK5RF|539.187.054.002|Righthand Fork Rock Creek - Tributary to Rock Creek|River|Entire river or stream.|17030002|Naches|170300|Yakima
LTNACR|539.187.072|Little Naches River- Naches Subbasin|River|Entire river or stream.|17030002|Naches|170300|Yakima
BUMPR|539.187.072|Bumping River- Naches Subbasin|River|Entire river or stream.|17030002|Naches|170300|Yakima
CROWC|539.187.072.005|Crow Creek - Tributary to Little Naches River|River|Entire river or stream.|17030002|Naches|170300|Yakima
QRTZC|539.187.072.005|Quartz Creek - Tributary to Little Naches River|River|Entire river or stream.|17030002|Naches|170300|Yakima
AMERIR|539.187.072.006|American River- Naches Subbasin|River|Entire river or stream.|17030002|Naches|170300|Yakima
LTNANF|539.187.072.021|North Fork Little Naches River - Tributary to Little Naches River|River|Entire river or stream.|17030002|Naches|170300|Yakima
BUD|539.187.072.026|Bumping Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17030002|Naches|170300|Yakima
DEEP2C|539.187.072.029|Deep Creek, tributary to Bumping River|River|Entire river or stream.|17030002|Naches|170300|Yakima
WENASC|539.197|Wenas Creek, Tributary to Yakima River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
ROZFBY|539.206|ROZ - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
ROZBYP|539.206|ROZ - Release into the Facility Bypass Flume/Pipe|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
ROZ|539.206|Roza Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17030001|Upper Yakima|170300|Yakima
ROZLDR|539.206|ROZ - Release into the Adult Fish Ladder|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
ROZTAL|539.206|ROZ - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
ROSAD|539.206|Roza Dam (Archaic - replaced with ROZ)|Archaic|Site codes that were in use at one time, but have been retired and replaced by one or more new site codes.|17030001|Upper Yakima|170300|Yakima
UMTANC|539.225|Umtanum Creek, Tributary to Yakima River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
WILSNC|539.237|Wilson Creek, Tributary to Yakima River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
REECEC|539.248|Reecer Creek, Tributary to Yakima River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
MANASC|539.253|Manastash Creek - tributary to Yakima River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
CLARFP|539.270|Clark Flat Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17030001|Upper Yakima|170300|Yakima
TANEUC|539.271|Taneum Creek, Yakima River Basin|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
TANESF|539.271.020|South Fork Taneum Creek - Tributary to Taneum Creek|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
SWAUKC|539.274|Swauk Creek, tributary to Yakima River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
FIRSTC|539.274.013|First Creek - Tributary to Swauk Creek|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
WILL2C|539.274.018|Williams Creek - Tributary to Swauk Creek|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
TEANAR|539.284|Teanaway River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
NFTEAN|539.284.017|North Fork Teanaway River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
INDINC|539.284.017.007|Indian Creek - Tributary to North Fork Teanaway River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
JACKCP|539.284.017.009|Jack Creek Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17030001|Upper Yakima|170300|Yakima
JACKC|539.284.017.010|Jack Creek - Tributary to North Fork Teanaway River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
JUNGLC|539.284.017.011|Jungle Creek - Tributary to North Fork Teanaway River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
STAFFC|539.284.017.013|Stafford Creek - Tributary to North Fork Teanaway River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
TEANMF|539.284.020|Middle Fork Teanaway River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
TEANWF|539.284.020|West Fork Teanaway River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
CLEE|539.293|Cle Elum Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17030001|Upper Yakima|170300|Yakima
TILLMC|539.295|Tillman Creek, tributary to Yakima River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
CLELMR|539.299|Cle Elum River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
CLEBYP|539.299.013|CLE - Release into the Facility Bypass Flume/Pipe|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
CLELMD|539.299.013|Cle Elum Dam (Archaic - replaced with CLE)|Archaic|Site codes that were in use at one time, but have been retired and replaced by one or more new site codes.|17030001|Upper Yakima|170300|Yakima
CLETAL|539.299.013|CLE - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
CLE|539.299.013|Cle Elum Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17030001|Upper Yakima|170300|Yakima
CLEFBY|539.299.013|CLE - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
COOPR|539.299.030|Cooper River, tributary to Cle Elum River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
WAPTR|539.299.034|Waptus River, tributary to Cle Elum River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
LITTLC|539.313|Little Creek, Tributary to Yakima River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
BIG3C|539.315|Big Creek, Tributary to Yakima River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
TUCKEC|539.321|Tucker Creek, tributary to Yakima River|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
EASTOP|539.325|Easton Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17030001|Upper Yakima|170300|Yakima
KACHR|539.330|Kachess River, Upper Yakima Basin|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
KADTAL|539.330.003|KAD - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
KAD|539.330.003|Kachess Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17030001|Upper Yakima|170300|Yakima
KADFBY|539.330.003|KAD - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
BOXCNC|539.330.014|Box Canyon Creek, Upper Yakima Basin|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
KEDFBY|539.347|KED - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
KEDTAL|539.347|KED - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17030001|Upper Yakima|170300|Yakima
KED|539.347|Keechelus Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17030001|Upper Yakima|170300|Yakima
GOLD5C|539.356|Gold Creek, Upper Yakima Basin|River|Entire river or stream.|17030001|Upper Yakima|170300|Yakima
RICHIS|545|Richland Island, Columbia River|Avian Colony|A large congegration or known nesting location of birds that prey on salmonids.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
IS18|549|Island 18, Columbia River|Avian Colony|A large congegration or known nesting location of birds that prey on salmonids.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
RINH|567|Ringold Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
HANTWN|576|Hanford town site boat ramp|Other|Other physical or geographical feature.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
HANWTB|587|Hanford White Bluffs boat ramp|Other|Other physical or geographical feature.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
PRDH|639|Priest Rapids Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
PRDLD1|639|PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder|Intra-Dam Release Site|Specific release site within a dam location.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
PRDTAL|639|PRD - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
PRD|639|Priest Rapids Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
PRDFBY|639|PRD - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
PRDGWL|639|PRD - Release into Gatewell(s)|Intra-Dam Release Site|Specific release site within a dam location.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
PRDMRT|639|PRD - Mortality Recovery|Intra-Dam Release Site|Specific release site within a dam location.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
GOOS2I|641|Goose Island, Columbia River above Priest Rapids Dam|Avian Colony|A large congegration or known nesting location of birds that prey on salmonids.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
BVRLYI|666|Beverly Islands, Columbia River below Wanapum Dam|Avian Colony|A large congegration or known nesting location of birds that prey on salmonids.|17020016|Upper Columbia-Priest Rapids|170200|Upper Columbia
WANLD1|669|WAN - Release into the Left Bank (East Shore) Adult Fish Ladder|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
WANLD2|669|WAN - Release into the Right Bank (West Shore) Adult Fish Ladder|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
WANSPL|669|WAN - Release directly into Spill Bay(s)|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
WANGWL|669|WAN - Release into Gatewell(s)|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
WANBYP|669|WAN - Release into the Facility Bypass Flume/Pipe|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
WAN|669|Wanapum Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020010|Upper Columbia-Entiat|170200|Upper Columbia
WANFBY|669|WAN - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
WANTAL|669|WAN - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
WANTRB|669|WAN - Release into Turbine(s)|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
WANMRT|669|WAN - Mortality Recovery|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
I-90B|677|I-90 bridge over Columbia River upstream of Wanapum Dam|Other|Other physical or geographical feature.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
CRESCB|711|Crescent Bar Road Bridge|Other|Other physical or geographical feature.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
RISMRT|730|RIS - Mortality Recovery|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
RISTAL|730|RIS - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
RI2BYP|730|RIS - Release into the PH2 Juvenile Facility Bypass Flume/Pipe|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
RISFWC|730|Rock Island Forebay Waterbird Colony|Avian Colony|A large congegration or known nesting location of birds that prey on salmonids.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
RIS|730|Rock Island Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020010|Upper Columbia-Entiat|170200|Upper Columbia
APROOK|746|Appleyard Rookery|Avian Colony|A large congegration or known nesting location of birds that prey on salmonids.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
WENATR|754|Wenatchee River|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
WENATT|754.010|Wenatchee River trap at West Monitor Bridge|Trap or Weir|Juvenile or adult fish trap or weir.|17020011|Wenatchee|170200|Upper Columbia
WENA4T|754.013|Lower Wenatchee trap, 2.8km below Mission Creek|Trap or Weir|Juvenile or adult fish trap or weir.|17020011|Wenatchee|170200|Upper Columbia
MISS2C|754.017|Mission Creek, Wenatchee River|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
MIS2EF|754.017.017|East Fork Mission Creek, Wenatchee Basin|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
WHITPC|754.025|Whitepine Creek, Wenatchee River Basin|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
DRYP|754.026|Dryden Acclimation Pond|Acclimation Pond|Acclimation pond or facility.|17020011|Wenatchee|170200|Upper Columbia
DRYFBY|754.028|DRY - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020011|Wenatchee|170200|Upper Columbia
DRYTAL|754.028|DRY - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020011|Wenatchee|170200|Upper Columbia
DRY|754.028|Dryden Diversion Dam, Wenatchee River|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020011|Wenatchee|170200|Upper Columbia
PESHAR|754.029|Peshastin River|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
ETIENC|754.029.017|Etienne (formerly Negro) Creek, tributary to Peshastin Creek|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
TRONC|754.029.023|Tronsen Creek, tributary of Peshastin Creek|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
CHUMSC|754.037|Chumstick Creek, Wenatchee Basin|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
ICICLC|754.041|Icicle Creek|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
LEAV|754.041.005|Leavenworth National Fish Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020011|Wenatchee|170200|Upper Columbia
JACK2C|754.041.027|Jack Creek, tributary of Icicle Creek, Wenatchee River Watershed|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
TUMFBY|754.044|TUM - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020011|Wenatchee|170200|Upper Columbia
TUM|754.044|Tumwater Dam, Wenatchee River|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020011|Wenatchee|170200|Upper Columbia
CHIWAC|754.057|Chiwaukum Creek, tributary to Wenatchee River|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
BEAV3C|754.075|Beaver Creek, Wenatchee River Basin|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
BEAV3P|754.075.001|Beaver Creek Acclimation Pond, Wenatchee River Basin|Acclimation Pond|Acclimation pond or facility.|17020011|Wenatchee|170200|Upper Columbia
CHIWAR|754.077|Chiwawa River|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
CHIWAT|754.077.002|Chiwawa River Trap, 0.5 km below CHIP acclimation pond|Trap or Weir|Juvenile or adult fish trap or weir.|17020011|Wenatchee|170200|Upper Columbia
CHIW|754.077.002|Chiwawa Weir|Trap or Weir|Juvenile or adult fish trap or weir.|17020011|Wenatchee|170200|Upper Columbia
CHIP|754.077.002|Chiwawa Rearing Pond|Acclimation Pond|Acclimation pond or facility.|17020011|Wenatchee|170200|Upper Columbia
BIGMEC|754.077.014|Big Meadow Creek, Wenatchee River Basin|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
GATEC|754.077.020|Gate Creek, Tributary to Chiwawa River|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
CHIKAC|754.077.023|Chikamin Creek, tributary to Chiwawa River|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
ROCK3C|754.077.035|Rock Creek, tributary to Chiwawa River|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
WENA3T|754.081|Upper Wenatchee trap, 4km above Chiwawa River|Trap or Weir|Juvenile or adult fish trap or weir.|17020011|Wenatchee|170200|Upper Columbia
WENA2T|754.086|Upper Wenatchee smolt trap just below Lake Wenatchee|Trap or Weir|Juvenile or adult fish trap or weir.|17020011|Wenatchee|170200|Upper Columbia
NASONC|754.089|Nason Creek (tributary to Wenatchee River)|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
BUTCHP|754.089.013|Butcher Creek Acclimation Pond, Wenatchee River Basin|Acclimation Pond|Acclimation pond or facility.|17020011|Wenatchee|170200|Upper Columbia
COULTC|754.089.014|Coulter Creek, Wenatchee River Basin|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
NAF|754.089.014|Nason Acclimation Facility|Acclimation Pond|Acclimation pond or facility.|17020011|Wenatchee|170200|Upper Columbia
COULTP|754.089.014.001|Coulter Creek Acclimation Pond, Wenatchee River Basin|Acclimation Pond|Acclimation pond or facility.|17020011|Wenatchee|170200|Upper Columbia
ROLFIP|754.089.021|Rolfing Acclimation Pond, Wenatchee River Basin|Acclimation Pond|Acclimation pond or facility.|17020011|Wenatchee|170200|Upper Columbia
WHITER|754.090|White River, Wenatchee River Basin|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
WENATL|754.090|Lake Wenatchee|Other|Other physical or geographical feature.|17020011|Wenatchee|170200|Upper Columbia
LWENAT|754.090.008|Little Wenatchee River|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
NAPEEC|754.090.028|Napeequa River, tributary to White River|River|Entire river or stream.|17020011|Wenatchee|170200|Upper Columbia
RRE|763|Rocky Reach Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020010|Upper Columbia-Entiat|170200|Upper Columbia
RRETAL|763|RRE - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
RRERRR|763|RRE - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
RREBYP|763|RRE - Release into the Facility Bypass Flume/Pipe|Intra-Dam Release Site|Specific release site within a dam location.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
TURO|765|Turtle Rock Pond|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
ENTIAR|778|Entiat River|River|Entire river or stream.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
ENTRTP|778.002|Entiat River Rotary Screw Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
ROARC|778.010|Roaring Creek, Entiat River Basin|River|Entire river or stream.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
ENTH|778.011|Entiat NFH|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
MADRVR|778.017|Mad River (Entiat River watershed)|River|Entire river or stream.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
TILLIC|778.017.003|Tillicum Creek, tributary to Mad River|River|Entire river or stream.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
INDI2C|778.017.003.004|Indian Creek, tributary to Tillicum Creek|River|Entire river or stream.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
POTATC|778.025|Potato Creek, tributary to Entiat River|River|Entire river or stream.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
STOR2C|778.031|Stormy Creek, tributary to Entiat River|River|Entire river or stream.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
BRENNC|778.040|Brennegan Creek, tributary to Entiat River|River|Entire river or stream.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
LAKE3C|778.049|Lake Creek, tributary to Entiat River|River|Entire river or stream.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
SILVEC|778.053|Silver Creek, tributary to Entiat River|River|Entire river or stream.|17020010|Upper Columbia-Entiat|170200|Upper Columbia
CHELAR|810|Chelan River|River|Entire river or stream.|17020009|Lake Chelan|170200|Upper Columbia
CFCT|810.001|Chelan Falls Canal Trap|Trap or Weir|Juvenile or adult fish trap or weir.|17020009|Lake Chelan|170200|Upper Columbia
CHFARF|810.001|Chelan Falls Rearing Facillity|Acclimation Pond|Acclimation pond or facility.|17020009|Lake Chelan|170200|Upper Columbia
WELTAL|830|WEL - Release into the Tailrace within 0.5 km downstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020005|Chief Joseph|170200|Upper Columbia
WELH|830|Wells Hatchery|Hatchery|Code representing the hatchery at which fish was reared, for entry into the Hatchery field.|17020005|Chief Joseph|170200|Upper Columbia
WELFBY|830|WEL - Release into the Forebay within 0.5 km upstream of Dam|Intra-Dam Release Site|Specific release site within a dam location.|17020005|Chief Joseph|170200|Upper Columbia
WELLD2|830|WEL - Release into the West Adult Fish Ladder|Intra-Dam Release Site|Specific release site within a dam location.|17020005|Chief Joseph|170200|Upper Columbia
WELLD1|830|WEL - Release into the East Adult Fish Ladder|Intra-Dam Release Site|Specific release site within a dam location.|17020005|Chief Joseph|170200|Upper Columbia
WEL|830|Wells Dam|Dam|A hydroelectric, diversion or other type of dam; generally used as mark ro event locations only - Intra Dam Release Sites should be used to specify th|17020005|Chief Joseph|170200|Upper Columbia
WELSBR|835|Starr Boat Ramp on west shore 5 km upstream of Wells Dam|Other|Other physical or geographical feature.|17020005|Chief Joseph|170200|Upper Columbia
