"Tag Code","Event Type Name","Event Site Name","Event Date MMDDYYYY","Event Release Site Name","Event Release Date MMDDYYYY","Event Site Basin Name","Event Site Info Name","Event Site Info Code","Event Site Code Value","Event Site Subbasin Code","Event Site Subbasin Name","Event Site RKM Value","Event Site RKM Total","CTH Count"
"3D9.1C2D6C5521","Observation","BO1 - Bonneville Bradford Is. Ladder","7/23/2013","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","14"
"3D9.1C2D6C5614","Mark","JDARMF - Middle Fork John Day River","4/19/2012","JDARMF - Middle Fork John Day River","4/19/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6C5614","Observation","BO1 - Bonneville Bradford Is. Ladder","8/7/2013","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","17"
"3D9.1C2D6C5614","Observation","JDJ - John Day Dam Juvenile","4/27/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","11"
"3D9.1C2D6C5614","Observation","MC1 - McNary Oregon Shore Ladder","10/4/2013","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","15"
"3D9.1C2D6C5614","Observation","TD1 - The Dalles East Fish Ladder","9/26/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","2"
"3D9.1C2D6C5CFD","Mark","JDARMF - Middle Fork John Day River","5/17/2012","JDARMF - Middle Fork John Day River","5/17/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6C5CFD","Observation","BO1 - Bonneville Bradford Is. Ladder","9/2/2013","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","19"
"3D9.1C2D6C5CFD","Observation","ICH - Ice Harbor Dam (Combined)","9/19/2013","","","Lower Snake","Ice Harbor Dam (Combined)","ICH","ICH","17060110","Lower Snake","522.016","538","5"
"3D9.1C2D6C5CFD","Observation","JDJ - John Day Dam Juvenile","6/2/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2D6C5CFD","Observation","MC1 - McNary Oregon Shore Ladder","9/7/2013","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","10"
"3D9.1C2D6C5CFD","Observation","TD1 - The Dalles East Fish Ladder","9/3/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","13"
"3D9.1C2D6CB515","Mark","JDARMF - Middle Fork John Day River","5/12/2012","JDARMF - Middle Fork John Day River","5/12/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CB515","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/30/2014","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","18"
"3D9.1C2D6CB515","Observation","BO4 - Bonneville WA Ladder Slots","7/30/2014","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2D6CB515","Observation","JD1 - John Day River, McDonald Ferry","10/28/2014","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","2"
"3D9.1C2D6CB515","Observation","MC1 - McNary Oregon Shore Ladder","10/20/2014","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","14"
"3D9.1C2D6CB515","Observation","MCJ - McNary Dam Juvenile","10/23/2014","","","Middle Columbia","McNary Dam Juvenile","MCJ","MCJ","17070101","Middle Columbia-Lake Wallula","470","470","4"
"3D9.1C2D6CB515","Observation","MJ1 - Middle Fork John Day Array","3/15/2015","","","John Day","Middle Fork John Day Array","MJ1","MJ1","17070203","Middle Fork John Day","351.298.052.068","769","1"
"3D9.1C2D6CB515","Observation","TD1 - The Dalles East Fish Ladder","8/1/2014","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","7"
"3D9.1C2D6CB6E2","Mark","JDARMF - Middle Fork John Day River","5/11/2012","JDARMF - Middle Fork John Day River","5/11/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CB6E2","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/26/2013","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","19"
"3D9.1C2D6CB6E2","Observation","BO4 - Bonneville WA Ladder Slots","7/26/2013","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1C2D6CB6E2","Observation","DRM - Deschutes River mouth","8/8/2013","","","Deschutes","Deschutes River mouth","DRM","DRM","17070306","Lower Deschutes","328.001","329","6"
"3D9.1C2D6CB6E2","Observation","JDJ - John Day Dam Juvenile","5/18/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","11"
"3D9.1C2D6CB6E2","Observation","MC1 - McNary Oregon Shore Ladder","10/4/2013","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","14"
"3D9.1C2D6CB6E2","Observation","TD2 - The Dalles North Fish Ladder","7/28/2013","","","Middle Columbia","The Dalles North Fish Ladder","TD2","TD2","17070105","Middle Columbia-Hood","308","308","2"
"3D9.1C2D6CB8B4","Mark","JDARMF - Middle Fork John Day River","5/11/2012","JDARMF - Middle Fork John Day River","5/11/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CB8B4","Observation","BO3 - Bonneville WA Shore Ladder/AFF","6/23/2014","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","17"
"3D9.1C2D6CB8B4","Observation","BO4 - Bonneville WA Ladder Slots","6/23/2014","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2D6CB8B4","Observation","JD1 - John Day River, McDonald Ferry","6/30/2014","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","1"
"3D9.1C2D6CB8B4","Observation","JDJ - John Day Dam Juvenile","6/2/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2D6CB8B4","Observation","TD1 - The Dalles East Fish Ladder","6/25/2014","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","5"
"3D9.1C2D6CBB42","Mark","JDARMF - Middle Fork John Day River","5/12/2012","JDARMF - Middle Fork John Day River","5/12/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CBB42","Observation","BO1 - Bonneville Bradford Is. Ladder","7/13/2013","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","16"
"3D9.1C2D6CBB42","Observation","DRM - Deschutes River mouth","7/15/2013","","","Deschutes","Deschutes River mouth","DRM","DRM","17070306","Lower Deschutes","328.001","329","1"
"3D9.1C2D6CBB42","Observation","JD1 - John Day River, McDonald Ferry","10/12/2013","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","1"
"3D9.1C2D6CBB42","Observation","TD1 - The Dalles East Fish Ladder","7/15/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","3"
"3D9.1C2D6CBB42","Recapture","JDARMF - Middle Fork John Day River","5/13/2012","JDARMF - Middle Fork John Day River","5/13/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CBBFB","Mark","JDARMF - Middle Fork John Day River","4/18/2012","JDARMF - Middle Fork John Day River","4/18/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CBBFB","Observation","BO3 - Bonneville WA Shore Ladder/AFF","8/3/2013","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","21"
"3D9.1C2D6CBBFB","Observation","BO4 - Bonneville WA Ladder Slots","8/3/2013","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2D6CBBFB","Observation","TD1 - The Dalles East Fish Ladder","8/5/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","3"
"3D9.1C2D6CBCC8","Mark","JDARMF - Middle Fork John Day River","5/23/2012","JDARMF - Middle Fork John Day River","5/23/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CBCC8","Observation","BO1 - Bonneville Bradford Is. Ladder","8/6/2013","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","13"
"3D9.1C2D6CBCC8","Observation","ICH - Ice Harbor Dam (Combined)","9/19/2013","","","Lower Snake","Ice Harbor Dam (Combined)","ICH","ICH","17060110","Lower Snake","522.016","538","5"
"3D9.1C2D6CBCC8","Observation","MC1 - McNary Oregon Shore Ladder","9/14/2013","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","10"
"3D9.1C2D6CBCC8","Observation","MJ1 - Middle Fork John Day Array","4/6/2014","","","John Day","Middle Fork John Day Array","MJ1","MJ1","17070203","Middle Fork John Day","351.298.052.068","769","1"
"3D9.1C2D6CBCC8","Observation","MJ1 - Middle Fork John Day Array","5/24/2014","","","John Day","Middle Fork John Day Array","MJ1","MJ1","17070203","Middle Fork John Day","351.298.052.068","769","1"
"3D9.1C2D6CBCC8","Observation","TD1 - The Dalles East Fish Ladder","9/8/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","3"
"3D9.1C2D6CCB40","Mark","JDARMF - Middle Fork John Day River","5/11/2012","JDARMF - Middle Fork John Day River","5/11/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CCB40","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/30/2013","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","15"
"3D9.1C2D6CCB40","Observation","BO4 - Bonneville WA Ladder Slots","7/30/2013","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2D6CCB40","Observation","MC2 - McNary Washington Shore Ladder","9/14/2013","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","12"
"3D9.1C2D6CCB40","Observation","TD1 - The Dalles East Fish Ladder","9/9/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","3"
"3D9.1C2D6CCB60","Mark","JDARMF - Middle Fork John Day River","5/11/2012","JDARMF - Middle Fork John Day River","5/11/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CCB60","Observation","BO1 - Bonneville Bradford Is. Ladder","7/18/2013","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","20"
"3D9.1C2D6CCB60","Observation","JD1 - John Day River, McDonald Ferry","10/27/2013","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","1"
"3D9.1C2D6CCB60","Observation","MC1 - McNary Oregon Shore Ladder","8/1/2013","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","13"
"3D9.1C2D6CCB60","Observation","MC1 - McNary Oregon Shore Ladder","8/9/2013","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","12"
"3D9.1C2D6CCB60","Observation","MC2 - McNary Washington Shore Ladder","9/23/2013","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","11"
"3D9.1C2D6CCB60","Observation","TD2 - The Dalles North Fish Ladder","7/20/2013","","","Middle Columbia","The Dalles North Fish Ladder","TD2","TD2","17070105","Middle Columbia-Hood","308","308","2"
"3D9.1C2D6CEB05","Mark","JDARMF - Middle Fork John Day River","3/28/2012","JDARMF - Middle Fork John Day River","3/28/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CEB05","Observation","BO3 - Bonneville WA Shore Ladder/AFF","8/14/2013","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","24"
"3D9.1C2D6CEB05","Observation","BO4 - Bonneville WA Ladder Slots","8/14/2013","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","8"
"3D9.1C2D6CEB05","Observation","JD1 - John Day River, McDonald Ferry","11/13/2013","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","2"
"3D9.1C2D6CEB05","Observation","JDJ - John Day Dam Juvenile","4/25/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2D6CEB05","Observation","MJ1 - Middle Fork John Day Array","3/25/2014","","","John Day","Middle Fork John Day Array","MJ1","MJ1","17070203","Middle Fork John Day","351.298.052.068","769","1"
"3D9.1C2D6CEB05","Observation","TD1 - The Dalles East Fish Ladder","9/8/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","20"
"3D9.1C2D6CF267","Mark","JDARMF - Middle Fork John Day River","4/12/2012","JDARMF - Middle Fork John Day River","4/12/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CF267","Observation","BO1 - Bonneville Bradford Is. Ladder","7/26/2013","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","17"
"3D9.1C2D6CF267","Observation","JDJ - John Day Dam Juvenile","4/23/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2D6CF889","Mark","JDARMF - Middle Fork John Day River","5/10/2012","JDARMF - Middle Fork John Day River","5/10/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6CF889","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/7/2014","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","18"
"3D9.1C2D6CF889","Observation","BO4 - Bonneville WA Ladder Slots","7/7/2014","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2D6CF889","Observation","MC2 - McNary Washington Shore Ladder","11/29/2014","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","8"
"3D9.1C2D6CF889","Observation","TD1 - The Dalles East Fish Ladder","7/10/2014","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","4"
"3D9.1C2D6D0141","Mark","JDARMF - Middle Fork John Day River","4/3/2012","JDARMF - Middle Fork John Day River","4/3/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6D0141","Observation","BO3 - Bonneville WA Shore Ladder/AFF","7/23/2013","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","16"
"3D9.1C2D6D0141","Observation","BO4 - Bonneville WA Ladder Slots","7/23/2013","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2D6D0141","Observation","JDJ - John Day Dam Juvenile","4/26/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2D6D0141","Observation","TD1 - The Dalles East Fish Ladder","7/24/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","8"
"3D9.1C2D6D02FC","Mark","JDARMF - Middle Fork John Day River","3/22/2012","JDARMF - Middle Fork John Day River","3/22/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6D02FC","Observation","BO1 - Bonneville Bradford Is. Ladder","7/21/2013","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","10"
"3D9.1C2D6D02FC","Observation","GRA - Lower Granite Dam Adult","10/14/2013","","","Lower Snake","Lower Granite Dam Adult","GRA","GRA","17060107","Lower Snake-Tucannon","522.173","695","8"
"3D9.1C2D6D02FC","Observation","GRA - Lower Granite Dam Adult","3/5/2014","","","Lower Snake","Lower Granite Dam Adult","GRA","GRA","17060107","Lower Snake-Tucannon","522.173","695","11"
"3D9.1C2D6D02FC","Observation","GRA - Lower Granite Dam Adult","3/9/2014","","","Lower Snake","Lower Granite Dam Adult","GRA","GRA","17060107","Lower Snake-Tucannon","522.173","695","34"
"3D9.1C2D6D02FC","Observation","GRA - Lower Granite Dam Adult","3/23/2014","","","Lower Snake","Lower Granite Dam Adult","GRA","GRA","17060107","Lower Snake-Tucannon","522.173","695","15"
"3D9.1C2D6D02FC","Observation","ICH - Ice Harbor Dam (Combined)","10/7/2013","","","Lower Snake","Ice Harbor Dam (Combined)","ICH","ICH","17060110","Lower Snake","522.016","538","5"
"3D9.1C2D6D02FC","Observation","JDJ - John Day Dam Juvenile","5/29/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","16"
"3D9.1C2D6D02FC","Observation","JOC - Joseph Creek ISA @ km 3","3/27/2014","","","Lower Snake","Joseph Creek ISA @ km 3","JOC","JOC","17060106","Lower Grande Ronde","522.271.007.003","803","112"
"3D9.1C2D6D02FC","Observation","JOC - Joseph Creek ISA @ km 3","3/28/2014","","","Lower Snake","Joseph Creek ISA @ km 3","JOC","JOC","17060106","Lower Grande Ronde","522.271.007.003","803","381"
"3D9.1C2D6D02FC","Observation","JOC - Joseph Creek ISA @ km 3","3/29/2014","","","Lower Snake","Joseph Creek ISA @ km 3","JOC","JOC","17060106","Lower Grande Ronde","522.271.007.003","803","2"
"3D9.1C2D6D02FC","Observation","MC1 - McNary Oregon Shore Ladder","10/3/2013","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","23"
"3D9.1C2D6D02FC","Observation","TD2 - The Dalles North Fish Ladder","9/30/2013","","","Middle Columbia","The Dalles North Fish Ladder","TD2","TD2","17070105","Middle Columbia-Hood","308","308","3"
"3D9.1C2D6D22FB","Mark","JDARMF - Middle Fork John Day River","5/4/2012","JDARMF - Middle Fork John Day River","5/4/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6D22FB","Observation","BO2 - Bonneville Cascades Is. Ladder","7/28/2013","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","11"
"3D9.1C2D6D22FB","Observation","BO4 - Bonneville WA Ladder Slots","7/28/2013","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2D6D22FB","Observation","FDD - Feed Diversion Dam","3/28/2014","","","Middle Columbia","Feed Diversion Dam","FDD","FDD","17070103","Umatilla","465.045","510","2"
"3D9.1C2D6D22FB","Observation","MC1 - McNary Oregon Shore Ladder","10/5/2013","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","12"
"3D9.1C2D6D22FB","Observation","TD1 - The Dalles East Fish Ladder","9/30/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","2"
"3D9.1C2D6D22FB","Observation","TMF - Three Mile Falls Dam Combined","3/16/2014","","","Middle Columbia","Three Mile Falls Dam Combined","TMF","TMF","17070103","Umatilla","465.005","470","1"
"3D9.1C2D6D241C","Mark","JDARMF - Middle Fork John Day River","5/24/2012","JDARMF - Middle Fork John Day River","5/24/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6D241C","Observation","BO3 - Bonneville WA Shore Ladder/AFF","8/16/2013","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2D6D241C","Observation","BO4 - Bonneville WA Ladder Slots","8/16/2013","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","6"
"3D9.1C2D6D241C","Observation","JD1 - John Day River, McDonald Ferry","10/11/2013","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","1"
"3D9.1C2D6D241C","Observation","PD7 - Columbia River Estuary rkm 70","8/12/2013","","","Lower Columbia","Columbia River Estuary rkm 70","PD7","PD7","17080003","Lower Columbia-Clatskanie","070","70","2"
"3D9.1C2D6D241C","Observation","TD1 - The Dalles East Fish Ladder","10/1/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","2"
"3D9.1C2D6D264B","Mark","JDARMF - Middle Fork John Day River","5/11/2012","JDARMF - Middle Fork John Day River","5/11/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6D264B","Observation","BO1 - Bonneville Bradford Is. Ladder","9/7/2014","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","11"
"3D9.1C2D6D264B","Observation","DRM - Deschutes River mouth","9/10/2014","","","Deschutes","Deschutes River mouth","DRM","DRM","17070306","Lower Deschutes","328.001","329","4"
"3D9.1C2D6D264B","Observation","MC1 - McNary Oregon Shore Ladder","9/21/2014","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","12"
"3D9.1C2D6D264B","Observation","MJ1 - Middle Fork John Day Array","4/15/2015","","","John Day","Middle Fork John Day Array","MJ1","MJ1","17070203","Middle Fork John Day","351.298.052.068","769","1"
"3D9.1C2D6D264B","Observation","TD1 - The Dalles East Fish Ladder","9/9/2014","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","2"
"3D9.1C2D6D265A","Mark","JDARMF - Middle Fork John Day River","4/3/2012","JDARMF - Middle Fork John Day River","4/3/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6D265A","Observation","BO2 - Bonneville Cascades Is. Ladder","7/27/2013","","","Lower Columbia","Bonneville Cascades Is. Ladder","BO2","BO2","17080001","Lower Columbia-Sandy","234","234","9"
"3D9.1C2D6D265A","Observation","BO4 - Bonneville WA Ladder Slots","7/27/2013","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","5"
"3D9.1C2D6D265A","Observation","JDJ - John Day Dam Juvenile","4/26/2012","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","12"
"3D9.1C2D6D265A","Observation","MC2 - McNary Washington Shore Ladder","8/5/2013","","","Middle Columbia","McNary Washington Shore Ladder","MC2","MC2","17070101","Middle Columbia-Lake Wallula","470","470","16"
"3D9.1C2D6D265A","Observation","TD1 - The Dalles East Fish Ladder","7/30/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","2"
"3D9.1C2D6D275A","Mark","JDARMF - Middle Fork John Day River","4/5/2012","JDARMF - Middle Fork John Day River","4/5/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6D275A","Observation","BO3 - Bonneville WA Shore Ladder/AFF","8/6/2013","","","Lower Columbia","Bonneville WA Shore Ladder/AFF","BO3","BO3","17080001","Lower Columbia-Sandy","234","234","23"
"3D9.1C2D6D275A","Observation","BO4 - Bonneville WA Ladder Slots","8/6/2013","","","Lower Columbia","Bonneville WA Ladder Slots","BO4","BO4","17080001","Lower Columbia-Sandy","234","234","7"
"3D9.1C2D6D275A","Observation","DRM - Deschutes River mouth","9/12/2013","","","Deschutes","Deschutes River mouth","DRM","DRM","17070306","Lower Deschutes","328.001","329","1"
"3D9.1C2D6D275A","Observation","DRM - Deschutes River mouth","9/13/2013","","","Deschutes","Deschutes River mouth","DRM","DRM","17070306","Lower Deschutes","328.001","329","1"
"3D9.1C2D6D275A","Observation","JD1 - John Day River, McDonald Ferry","10/9/2013","","","John Day","John Day River, McDonald Ferry","JD1","JD1","17070204","Lower John Day","351.032","383","2"
"3D9.1C2D6D275A","Observation","JDJ - John Day Dam Juvenile","4/28/2014","","","Middle Columbia","John Day Dam Juvenile","JDJ","JDJ","17070105","Middle Columbia-Hood","347","347","6"
"3D9.1C2D6D275A","Observation","MC1 - McNary Oregon Shore Ladder","10/3/2013","","","Middle Columbia","McNary Oregon Shore Ladder","MC1","MC1","17070101","Middle Columbia-Lake Wallula","470","470","16"
"3D9.1C2D6D275A","Observation","MCJ - McNary Dam Juvenile","10/5/2013","","","Middle Columbia","McNary Dam Juvenile","MCJ","MCJ","17070101","Middle Columbia-Lake Wallula","470","470","4"
"3D9.1C2D6D275A","Observation","TD1 - The Dalles East Fish Ladder","8/15/2013","","","Middle Columbia","The Dalles East Fish Ladder","TD1","TD1","17070105","Middle Columbia-Hood","308","308","3"
"3D9.1C2D6D2DE6","Mark","JDARMF - Middle Fork John Day River","5/11/2012","JDARMF - Middle Fork John Day River","5/11/2012","John Day","Middle Fork John Day River","JDARMF","JDARMF","17070203","Middle Fork John Day","351.298.052","701","1"
"3D9.1C2D6D2DE6","Observation","BO1 - Bonneville Bradford Is. Ladder","7/22/2013","","","Lower Columbia","Bonneville Bradford Is. Ladder","BO1","BO1","17080001","Lower Columbia-Sandy","234","234","18"
