"day","year","temp","date"
24,2019,4.375,"2019-01-24"
25,2019,4.279,"2019-01-25"
26,2019,4.175,"2019-01-26"
27,2019,4.208,"2019-01-27"
28,2019,4.212,"2019-01-28"
29,2019,4.133,"2019-01-29"
30,2019,4.008,"2019-01-30"
31,2019,4.004,"2019-01-31"
32,2019,3.983,"2019-02-01"
33,2019,3.913,"2019-02-02"
34,2019,3.8,"2019-02-03"
35,2019,3.392,"2019-02-04"
36,2019,2.963,"2019-02-05"
37,2019,2.792,"2019-02-06"
38,2019,2.688,"2019-02-07"
39,2019,2.771,"2019-02-08"
40,2019,2.713,"2019-02-09"
41,2019,2.604,"2019-02-10"
42,2019,2.483,"2019-02-11"
43,2019,2.554,"2019-02-12"
44,2019,2.617,"2019-02-13"
45,2019,2.612,"2019-02-14"
46,2019,2.613,"2019-02-15"
47,2019,2.7,"2019-02-16"
48,2019,2.7,"2019-02-17"
49,2019,2.7,"2019-02-18"
50,2019,2.725,"2019-02-19"
51,2019,2.746,"2019-02-20"
52,2019,2.863,"2019-02-21"
53,2019,2.808,"2019-02-22"
54,2019,2.692,"2019-02-23"
55,2019,2.683,"2019-02-24"
56,2019,2.783,"2019-02-25"
57,2019,2.742,"2019-02-26"
58,2019,2.571,"2019-02-27"
59,2019,2.529,"2019-02-28"
60,2019,2.575,"2019-03-01"
61,2019,2.733,"2019-03-02"
62,2019,2.783,"2019-03-03"
63,2019,2.609,"2019-03-04"
64,2019,2.554,"2019-03-05"
65,2019,2.521,"2019-03-06"
66,2019,2.5,"2019-03-07"
67,2019,2.588,"2019-03-08"
68,2019,2.588,"2019-03-09"
69,2019,2.523,"2019-03-10"
70,2019,2.533,"2019-03-11"
71,2019,2.496,"2019-03-12"
72,2019,2.367,"2019-03-13"
73,2019,2.429,"2019-03-14"
74,2019,2.588,"2019-03-15"
75,2019,2.729,"2019-03-16"
76,2019,2.883,"2019-03-17"
77,2019,2.979,"2019-03-18"
78,2019,3.096,"2019-03-19"
79,2019,3.213,"2019-03-20"
80,2019,3.371,"2019-03-21"
81,2019,3.471,"2019-03-22"
82,2019,3.625,"2019-03-23"
83,2019,3.658,"2019-03-24"
84,2019,3.888,"2019-03-25"
85,2019,3.833,"2019-03-26"
86,2019,3.763,"2019-03-27"
87,2019,3.992,"2019-03-28"
88,2019,4.083,"2019-03-29"
89,2019,4.175,"2019-03-30"
90,2019,4.192,"2019-03-31"
91,2019,4.3,"2019-04-01"
92,2019,4.3,"2019-04-02"
93,2019,4.513,"2019-04-03"
94,2019,4.633,"2019-04-04"
95,2019,4.658,"2019-04-05"
96,2019,4.742,"2019-04-06"
97,2019,4.667,"2019-04-07"
98,2019,4.733,"2019-04-08"
99,2019,4.888,"2019-04-09"
100,2019,4.775,"2019-04-10"
101,2019,4.85,"2019-04-11"
102,2019,4.892,"2019-04-12"
103,2019,4.908,"2019-04-13"
104,2019,4.958,"2019-04-14"
105,2019,4.967,"2019-04-15"
106,2019,4.983,"2019-04-16"
107,2019,5.021,"2019-04-17"
108,2019,5.171,"2019-04-18"
109,2019,5.271,"2019-04-19"
110,2019,5.408,"2019-04-20"
111,2019,5.658,"2019-04-21"
112,2019,6.004,"2019-04-22"
113,2019,6.112,"2019-04-23"
114,2019,6.096,"2019-04-24"
115,2019,5.925,"2019-04-25"
116,2019,5.979,"2019-04-26"
117,2019,6.271,"2019-04-27"
118,2019,6.358,"2019-04-28"
119,2019,6.238,"2019-04-29"
120,2019,6.358,"2019-04-30"
121,2019,6.296,"2019-05-01"
122,2019,6.475,"2019-05-02"
123,2019,7.017,"2019-05-03"
124,2019,7.55,"2019-05-04"
125,2019,7.983,"2019-05-05"
126,2019,8.208,"2019-05-06"
127,2019,8.404,"2019-05-07"
128,2019,8.821,"2019-05-08"
129,2019,8.917,"2019-05-09"
130,2019,8.958,"2019-05-10"
131,2019,8.888,"2019-05-11"
132,2019,9.308,"2019-05-12"
133,2019,9.742,"2019-05-13"
134,2019,9.612,"2019-05-14"
135,2019,9.392,"2019-05-15"
136,2019,9.4,"2019-05-16"
137,2019,9.663,"2019-05-17"
138,2019,9.896,"2019-05-18"
139,2019,10.088,"2019-05-19"
140,2019,9.979,"2019-05-20"
141,2019,10.196,"2019-05-21"
142,2019,10.904,"2019-05-22"
143,2019,10.967,"2019-05-23"
144,2019,11.013,"2019-05-24"
145,2019,10.842,"2019-05-25"
146,2019,10.779,"2019-05-26"
147,2019,10.8,"2019-05-27"
148,2019,11.167,"2019-05-28"
149,2019,11.604,"2019-05-29"
150,2019,12.013,"2019-05-30"
151,2019,12.092,"2019-05-31"
152,2019,12.504,"2019-06-01"
153,2019,12.808,"2019-06-02"
154,2019,13.121,"2019-06-03"
155,2019,13.108,"2019-06-04"
156,2019,12.729,"2019-06-05"
157,2019,12.438,"2019-06-06"
158,2019,12.317,"2019-06-07"
159,2019,12.183,"2019-06-08"
160,2019,12.508,"2019-06-09"
161,2019,12.567,"2019-06-10"
162,2019,12.717,"2019-06-11"
163,2019,12.963,"2019-06-12"
164,2019,13.363,"2019-06-13"
165,2019,13.883,"2019-06-14"
166,2019,14.138,"2019-06-15"
167,2019,14.408,"2019-06-16"
168,2019,14.738,"2019-06-17"
169,2019,14.725,"2019-06-18"
170,2019,14.471,"2019-06-19"
171,2019,13.842,"2019-06-20"
172,2019,13.721,"2019-06-21"
173,2019,13.996,"2019-06-22"
174,2019,14.171,"2019-06-23"
175,2019,14.163,"2019-06-24"
176,2019,14.163,"2019-06-25"
177,2019,14.088,"2019-06-26"
178,2019,14.033,"2019-06-27"
179,2019,14.333,"2019-06-28"
180,2019,14.725,"2019-06-29"
181,2019,15.05,"2019-06-30"
182,2019,15.079,"2019-07-01"
183,2019,15.346,"2019-07-02"
184,2019,15.563,"2019-07-03"
185,2019,15.521,"2019-07-04"
186,2019,15.7,"2019-07-05"
187,2019,15.996,"2019-07-06"
188,2019,15.938,"2019-07-07"
189,2019,16.071,"2019-07-08"
190,2019,15.913,"2019-07-09"
191,2019,15.804,"2019-07-10"
192,2019,15.892,"2019-07-11"
193,2019,15.9,"2019-07-12"
194,2019,16.429,"2019-07-13"
195,2019,17.025,"2019-07-14"
196,2019,16.946,"2019-07-15"
197,2019,17.088,"2019-07-16"
198,2019,17.104,"2019-07-17"
199,2019,16.504,"2019-07-18"
200,2019,16.321,"2019-07-19"
201,2019,16.713,"2019-07-20"
202,2019,17.008,"2019-07-21"
203,2019,17.138,"2019-07-22"
204,2019,17.104,"2019-07-23"
205,2019,17.167,"2019-07-24"
206,2019,17.146,"2019-07-25"
207,2019,17.367,"2019-07-26"
208,2019,17.75,"2019-07-27"
209,2019,17.942,"2019-07-28"
210,2019,17.796,"2019-07-29"
211,2019,17.917,"2019-07-30"
212,2019,17.754,"2019-07-31"
213,2019,17.804,"2019-08-01"
214,2019,18.179,"2019-08-02"
215,2019,18.254,"2019-08-03"
216,2019,18.342,"2019-08-04"
217,2019,18.546,"2019-08-05"
218,2019,18.708,"2019-08-06"
219,2019,18.488,"2019-08-07"
220,2019,18.4,"2019-08-08"
221,2019,18.517,"2019-08-09"
222,2019,18.517,"2019-08-10"
223,2019,18.613,"2019-08-11"
224,2019,18.7,"2019-08-12"
225,2019,18.542,"2019-08-13"
226,2019,18.413,"2019-08-14"
227,2019,18.396,"2019-08-15"
228,2019,18.508,"2019-08-16"
229,2019,18.863,"2019-08-17"
230,2019,19.138,"2019-08-18"
231,2019,19.154,"2019-08-19"
232,2019,18.933,"2019-08-20"
233,2019,18.792,"2019-08-21"
234,2019,18.521,"2019-08-22"
235,2019,18.713,"2019-08-23"
236,2019,19.025,"2019-08-24"
237,2019,19.063,"2019-08-25"
238,2019,18.838,"2019-08-26"
239,2019,18.9,"2019-08-27"
240,2019,18.833,"2019-08-28"
241,2019,18.692,"2019-08-29"
242,2019,18.708,"2019-08-30"
243,2019,18.975,"2019-08-31"
244,2019,19.317,"2019-09-01"
245,2019,19.475,"2019-09-02"
246,2019,19.492,"2019-09-03"
247,2019,19.554,"2019-09-04"
248,2019,19.483,"2019-09-05"
249,2019,19.458,"2019-09-06"
250,2019,19.313,"2019-09-07"
251,2019,19.213,"2019-09-08"
252,2019,19.183,"2019-09-09"
253,2019,19.067,"2019-09-10"
254,2019,18.917,"2019-09-11"
255,2019,18.925,"2019-09-12"
256,2019,18.975,"2019-09-13"
257,2019,18.854,"2019-09-14"
258,2019,18.588,"2019-09-15"
259,2019,18.488,"2019-09-16"
260,2019,18.35,"2019-09-17"
261,2019,18.25,"2019-09-18"
262,2019,18.179,"2019-09-19"
263,2019,18.108,"2019-09-20"
264,2019,18.254,"2019-09-21"
265,2019,18.383,"2019-09-22"
266,2019,18.358,"2019-09-23"
267,2019,18.188,"2019-09-24"
268,2019,18.063,"2019-09-25"
269,2019,18.1,"2019-09-26"
270,2019,18.004,"2019-09-27"
271,2019,17.758,"2019-09-28"
272,2019,17.325,"2019-09-29"
273,2019,17.083,"2019-09-30"
274,2019,17.063,"2019-10-01"
275,2019,17.233,"2019-10-02"
276,2019,17.348,"2019-10-03"
277,2019,17.288,"2019-10-04"
278,2019,17.171,"2019-10-05"
279,2019,17.071,"2019-10-06"
280,2019,17.221,"2019-10-07"
281,2019,17.138,"2019-10-08"
282,2019,16.771,"2019-10-09"
283,2019,16.633,"2019-10-10"
284,2019,16.558,"2019-10-11"
285,2019,16.554,"2019-10-12"
286,2019,16.45,"2019-10-13"
287,2019,16.242,"2019-10-14"
288,2019,16.113,"2019-10-15"
289,2019,16.238,"2019-10-16"
290,2019,16.222,"2019-10-17"
291,2019,16.038,"2019-10-18"
292,2019,15.871,"2019-10-19"
293,2019,15.742,"2019-10-20"
294,2019,15.658,"2019-10-21"
295,2019,15.608,"2019-10-22"
296,2019,15.542,"2019-10-23"
297,2019,15.571,"2019-10-24"
298,2019,15.654,"2019-10-25"
299,2019,15.467,"2019-10-26"
300,2019,15.063,"2019-10-27"
301,2019,14.763,"2019-10-28"
302,2019,14.463,"2019-10-29"
303,2019,14.092,"2019-10-30"
304,2019,13.825,"2019-10-31"
305,2019,13.696,"2019-11-01"
306,2019,13.608,"2019-11-02"
307,2019,13.461,"2019-11-03"
308,2019,13.392,"2019-11-04"
309,2019,13.467,"2019-11-05"
310,2019,13.442,"2019-11-06"
311,2019,13.304,"2019-11-07"
312,2019,13.375,"2019-11-08"
313,2019,13.246,"2019-11-09"
314,2019,13.138,"2019-11-10"
315,2019,13.046,"2019-11-11"
316,2019,12.913,"2019-11-12"
317,2019,12.863,"2019-11-13"
318,2019,12.65,"2019-11-14"
319,2019,12.563,"2019-11-15"
320,2019,12.463,"2019-11-16"
321,2019,12.354,"2019-11-17"
322,2019,12.271,"2019-11-18"
323,2019,12.163,"2019-11-19"
324,2019,11.913,"2019-11-20"
325,2019,11.692,"2019-11-21"
326,2019,11.358,"2019-11-22"
327,2019,11.129,"2019-11-23"
328,2019,10.858,"2019-11-24"
329,2019,10.621,"2019-11-25"
330,2019,10.571,"2019-11-26"
331,2019,10.179,"2019-11-27"
332,2019,9.838,"2019-11-28"
333,2019,9.692,"2019-11-29"
334,2019,9.556,"2019-11-30"
335,2019,9.408,"2019-12-01"
336,2019,9.342,"2019-12-02"
337,2019,9.196,"2019-12-03"
338,2019,9.192,"2019-12-04"
339,2019,9.121,"2019-12-05"
340,2019,9.167,"2019-12-06"
341,2019,9.167,"2019-12-07"
342,2019,9.025,"2019-12-08"
343,2019,8.95,"2019-12-09"
344,2019,8.742,"2019-12-10"
345,2019,8.608,"2019-12-11"
346,2019,8.4,"2019-12-12"
347,2019,8.1,"2019-12-13"
348,2019,7.879,"2019-12-14"
349,2019,7.7,"2019-12-15"
350,2019,7.533,"2019-12-16"
351,2019,7.392,"2019-12-17"
352,2019,7.238,"2019-12-18"
353,2019,7.083,"2019-12-19"
354,2019,6.938,"2019-12-20"
355,2019,6.771,"2019-12-21"
356,2019,6.779,"2019-12-22"
357,2019,6.921,"2019-12-23"
358,2019,7.021,"2019-12-24"
359,2019,6.992,"2019-12-25"
360,2019,6.783,"2019-12-26"
361,2019,6.538,"2019-12-27"
362,2019,6.425,"2019-12-28"
363,2019,6.179,"2019-12-29"
364,2019,6.029,"2019-12-30"
365,2019,6,"2019-12-31"
1,2020,5.975,"2020-01-01"
2,2020,6,"2020-01-02"
3,2020,6,"2020-01-03"
4,2020,5.954,"2020-01-04"
5,2020,5.813,"2020-01-05"
6,2020,5.671,"2020-01-06"
7,2020,5.517,"2020-01-07"
8,2020,5.517,"2020-01-08"
9,2020,5.413,"2020-01-09"
10,2020,5.154,"2020-01-10"
11,2020,5.083,"2020-01-11"
12,2020,5.025,"2020-01-12"
13,2020,4.692,"2020-01-13"
14,2020,4.187,"2020-01-14"
15,2020,4.025,"2020-01-15"
16,2020,3.979,"2020-01-16"
17,2020,3.8,"2020-01-17"
18,2020,3.788,"2020-01-18"
19,2020,3.817,"2020-01-19"
20,2020,3.896,"2020-01-20"
21,2020,3.975,"2020-01-21"
22,2020,3.896,"2020-01-22"
23,2020,3.9,"2020-01-23"
24,2020,3.937,"2020-01-24"
25,2020,3.9,"2020-01-25"
26,2020,3.9,"2020-01-26"
27,2020,3.925,"2020-01-27"
28,2020,3.967,"2020-01-28"
29,2020,3.954,"2020-01-29"
30,2020,3.9,"2020-01-30"
31,2020,3.917,"2020-01-31"
32,2020,3.963,"2020-02-01"
33,2020,3.925,"2020-02-02"
34,2020,3.708,"2020-02-03"
35,2020,3.592,"2020-02-04"
36,2020,3.508,"2020-02-05"
37,2020,3.475,"2020-02-06"
38,2020,3.471,"2020-02-07"
39,2020,3.492,"2020-02-08"
40,2020,3.429,"2020-02-09"
41,2020,3.392,"2020-02-10"
42,2020,3.404,"2020-02-11"
43,2020,3.417,"2020-02-12"
44,2020,3.338,"2020-02-13"
45,2020,3.321,"2020-02-14"
46,2020,3.308,"2020-02-15"
47,2020,3.292,"2020-02-16"
48,2020,3.271,"2020-02-17"
49,2020,3.233,"2020-02-18"
50,2020,3.217,"2020-02-19"
51,2020,3.1,"2020-02-20"
52,2020,3.038,"2020-02-21"
53,2020,3.083,"2020-02-22"
54,2020,3.179,"2020-02-23"
55,2020,3.167,"2020-02-24"
56,2020,3.138,"2020-02-25"
57,2020,3.204,"2020-02-26"
58,2020,3.192,"2020-02-27"
59,2020,3.163,"2020-02-28"
60,2020,3.296,"2020-02-29"
61,2020,3.304,"2020-03-01"
62,2020,3.35,"2020-03-02"
63,2020,3.521,"2020-03-03"
64,2020,3.633,"2020-03-04"
65,2020,3.643,"2020-03-05"
66,2020,3.692,"2020-03-06"
67,2020,3.771,"2020-03-07"
68,2020,3.818,"2020-03-08"
69,2020,3.808,"2020-03-09"
70,2020,3.821,"2020-03-10"
71,2020,3.983,"2020-03-11"
72,2020,4.058,"2020-03-12"
73,2020,3.992,"2020-03-13"
74,2020,3.825,"2020-03-14"
75,2020,3.563,"2020-03-15"
76,2020,3.588,"2020-03-16"
77,2020,3.725,"2020-03-17"
78,2020,3.946,"2020-03-18"
79,2020,4.05,"2020-03-19"
80,2020,4.179,"2020-03-20"
81,2020,4.367,"2020-03-21"
82,2020,4.533,"2020-03-22"
83,2020,4.654,"2020-03-23"
84,2020,4.683,"2020-03-24"
85,2020,4.664,"2020-03-25"
86,2020,4.775,"2020-03-26"
87,2020,4.958,"2020-03-27"
88,2020,5.021,"2020-03-28"
89,2020,5.167,"2020-03-29"
90,2020,5.292,"2020-03-30"
91,2020,5.25,"2020-03-31"
92,2020,5.208,"2020-04-01"
93,2020,5.208,"2020-04-02"
94,2020,5.283,"2020-04-03"
95,2020,5.358,"2020-04-04"
96,2020,5.363,"2020-04-05"
97,2020,5.533,"2020-04-06"
98,2020,5.717,"2020-04-07"
99,2020,5.825,"2020-04-08"
100,2020,5.971,"2020-04-09"
101,2020,6.221,"2020-04-10"
102,2020,6.392,"2020-04-11"
103,2020,6.425,"2020-04-12"
104,2020,6.487,"2020-04-13"
105,2020,6.383,"2020-04-14"
106,2020,6.579,"2020-04-15"
107,2020,6.492,"2020-04-16"
108,2020,6.288,"2020-04-17"
109,2020,6.304,"2020-04-18"
110,2020,6.571,"2020-04-19"
111,2020,6.871,"2020-04-20"
112,2020,7.113,"2020-04-21"
113,2020,7.263,"2020-04-22"
114,2020,7.088,"2020-04-23"
115,2020,7.337,"2020-04-24"
116,2020,7.496,"2020-04-25"
117,2020,7.554,"2020-04-26"
118,2020,7.379,"2020-04-27"
119,2020,7.562,"2020-04-28"
120,2020,7.467,"2020-04-29"
121,2020,7.525,"2020-04-30"
122,2020,7.613,"2020-05-01"
123,2020,7.575,"2020-05-02"
124,2020,8.004,"2020-05-03"
125,2020,8.042,"2020-05-04"
126,2020,8.158,"2020-05-05"
127,2020,8.492,"2020-05-06"
128,2020,8.488,"2020-05-07"
129,2020,8.871,"2020-05-08"
130,2020,9.125,"2020-05-09"
131,2020,9.204,"2020-05-10"
132,2020,9.713,"2020-05-11"
133,2020,9.938,"2020-05-12"
134,2020,9.963,"2020-05-13"
135,2020,9.925,"2020-05-14"
136,2020,9.817,"2020-05-15"
137,2020,9.996,"2020-05-16"
138,2020,10.154,"2020-05-17"
139,2020,10.263,"2020-05-18"
140,2020,10.454,"2020-05-19"
141,2020,10.571,"2020-05-20"
142,2020,10.617,"2020-05-21"
143,2020,10.546,"2020-05-22"
144,2020,10.583,"2020-05-23"
145,2020,10.733,"2020-05-24"
146,2020,10.858,"2020-05-25"
147,2020,11.05,"2020-05-26"
148,2020,11.308,"2020-05-27"
149,2020,11.454,"2020-05-28"
150,2020,11.525,"2020-05-29"
151,2020,11.546,"2020-05-30"
152,2020,11.783,"2020-05-31"
153,2020,11.838,"2020-06-01"
154,2020,11.863,"2020-06-02"
155,2020,11.846,"2020-06-03"
156,2020,11.971,"2020-06-04"
157,2020,11.888,"2020-06-05"
158,2020,11.842,"2020-06-06"
159,2020,12.038,"2020-06-07"
160,2020,12.271,"2020-06-08"
161,2020,12.108,"2020-06-09"
162,2020,12.109,"2020-06-10"
163,2020,12.213,"2020-06-11"
164,2020,12.604,"2020-06-12"
165,2020,12.746,"2020-06-13"
166,2020,12.7,"2020-06-14"
167,2020,12.546,"2020-06-15"
168,2020,12.421,"2020-06-16"
169,2020,12.6,"2020-06-17"
170,2020,12.904,"2020-06-18"
171,2020,13.3,"2020-06-19"
172,2020,13.467,"2020-06-20"
173,2020,13.55,"2020-06-21"
174,2020,13.783,"2020-06-22"
175,2020,13.896,"2020-06-23"
176,2020,14.108,"2020-06-24"
177,2020,14.254,"2020-06-25"
178,2020,14.321,"2020-06-26"
179,2020,14.05,"2020-06-27"
180,2020,14.008,"2020-06-28"
181,2020,13.688,"2020-06-29"
182,2020,13.61,"2020-06-30"
183,2020,13.916,"2020-07-01"
184,2020,14.321,"2020-07-02"
185,2020,14.363,"2020-07-03"
186,2020,14.442,"2020-07-04"
187,2020,14.725,"2020-07-05"
188,2020,14.948,"2020-07-06"
189,2020,15.021,"2020-07-07"
190,2020,15.129,"2020-07-08"
191,2020,15.438,"2020-07-09"
192,2020,15.413,"2020-07-10"
193,2020,15.667,"2020-07-11"
194,2020,15.721,"2020-07-12"
195,2020,15.663,"2020-07-13"
196,2020,15.883,"2020-07-14"
197,2020,15.771,"2020-07-15"
198,2020,15.875,"2020-07-16"
199,2020,16.221,"2020-07-17"
200,2020,16.538,"2020-07-18"
201,2020,16.679,"2020-07-19"
202,2020,16.579,"2020-07-20"
203,2020,16.533,"2020-07-21"
204,2020,16.688,"2020-07-22"
205,2020,16.825,"2020-07-23"
206,2020,16.85,"2020-07-24"
207,2020,16.8,"2020-07-25"
208,2020,16.888,"2020-07-26"
209,2020,16.825,"2020-07-27"
210,2020,16.788,"2020-07-28"
211,2020,16.942,"2020-07-29"
212,2020,16.975,"2020-07-30"
213,2020,17.075,"2020-07-31"
214,2020,17.158,"2020-08-01"
215,2020,17.3,"2020-08-02"
216,2020,17.404,"2020-08-03"
217,2020,17.446,"2020-08-04"
218,2020,17.404,"2020-08-05"
219,2020,17.463,"2020-08-06"
220,2020,17.392,"2020-08-07"
221,2020,17.525,"2020-08-08"
222,2020,17.496,"2020-08-09"
223,2020,17.525,"2020-08-10"
224,2020,17.775,"2020-08-11"
225,2020,17.625,"2020-08-12"
226,2020,17.45,"2020-08-13"
227,2020,17.533,"2020-08-14"
228,2020,17.571,"2020-08-15"
229,2020,17.8,"2020-08-16"
230,2020,18.108,"2020-08-17"
231,2020,18.379,"2020-08-18"
232,2020,18.45,"2020-08-19"
233,2020,18.494,"2020-08-20"
234,2020,18.7,"2020-08-21"
235,2020,18.7,"2020-08-22"
236,2020,18.763,"2020-08-23"
237,2020,18.954,"2020-08-24"
238,2020,19.017,"2020-08-25"
239,2020,18.883,"2020-08-26"
240,2020,18.667,"2020-08-27"
241,2020,18.746,"2020-08-28"
242,2020,18.754,"2020-08-29"
243,2020,18.833,"2020-08-30"
244,2020,18.846,"2020-08-31"
245,2020,19.079,"2020-09-01"
246,2020,19.1,"2020-09-02"
247,2020,19.075,"2020-09-03"
248,2020,18.979,"2020-09-04"
249,2020,18.921,"2020-09-05"
250,2020,19.154,"2020-09-06"
251,2020,18.979,"2020-09-07"
252,2020,18.638,"2020-09-08"
253,2020,18.446,"2020-09-09"
254,2020,18.533,"2020-09-10"
255,2020,18.675,"2020-09-11"
256,2020,18.567,"2020-09-12"
257,2020,18.35,"2020-09-13"
258,2020,18.346,"2020-09-14"
259,2020,18.467,"2020-09-15"
260,2020,18.688,"2020-09-16"
261,2020,18.642,"2020-09-17"
262,2020,18.458,"2020-09-18"
263,2020,18.358,"2020-09-19"
264,2020,18.517,"2020-09-20"
265,2020,18.778,"2020-09-21"
266,2020,18.983,"2020-09-22"
267,2020,18.892,"2020-09-23"
268,2020,18.658,"2020-09-24"
269,2020,18.296,"2020-09-25"
270,2020,17.992,"2020-09-26"
271,2020,17.821,"2020-09-27"
272,2020,17.888,"2020-09-28"
273,2020,18.158,"2020-09-29"
274,2020,18.179,"2020-09-30"
275,2020,18.179,"2020-10-01"
276,2020,18.267,"2020-10-02"
277,2020,18.408,"2020-10-03"
278,2020,18.521,"2020-10-04"
279,2020,18.508,"2020-10-05"
280,2020,18.525,"2020-10-06"
281,2020,18.529,"2020-10-07"
282,2020,18.521,"2020-10-08"
283,2020,18.458,"2020-10-09"
284,2020,18.204,"2020-10-10"
285,2020,17.729,"2020-10-11"
286,2020,17.358,"2020-10-12"
287,2020,17.1,"2020-10-13"
288,2020,16.988,"2020-10-14"
289,2020,17.2,"2020-10-15"
290,2020,16.708,"2020-10-16"
291,2020,16.521,"2020-10-17"
292,2020,16.267,"2020-10-18"
293,2020,16.042,"2020-10-19"
294,2020,15.896,"2020-10-20"
295,2020,15.746,"2020-10-21"
296,2020,15.625,"2020-10-22"
297,2020,15.65,"2020-10-23"
298,2020,15.279,"2020-10-24"
299,2020,14.658,"2020-10-25"
300,2020,14.214,"2020-10-26"
301,2020,14.2,"2020-10-27"
302,2020,14.296,"2020-10-28"
303,2020,14.433,"2020-10-29"
304,2020,14.483,"2020-10-30"
305,2020,14.729,"2020-10-31"
306,2020,14.738,"2020-11-01"
307,2020,14.738,"2020-11-02"
308,2020,14.683,"2020-11-03"
309,2020,14.621,"2020-11-04"
310,2020,14.625,"2020-11-05"
311,2020,14.463,"2020-11-06"
312,2020,14.208,"2020-11-07"
313,2020,13.496,"2020-11-08"
314,2020,12.633,"2020-11-09"
315,2020,13.154,"2020-11-10"
316,2020,12.996,"2020-11-11"
317,2020,13.021,"2020-11-12"
318,2020,13.008,"2020-11-13"
319,2020,12.867,"2020-11-14"
320,2020,12.529,"2020-11-15"
321,2020,12.529,"2020-11-16"
322,2020,12.404,"2020-11-17"
323,2020,12.158,"2020-11-18"
324,2020,12.129,"2020-11-19"
325,2020,11.913,"2020-11-20"
326,2020,11.846,"2020-11-21"
327,2020,11.629,"2020-11-22"
328,2020,11.546,"2020-11-23"
329,2020,11.408,"2020-11-24"
330,2020,11.217,"2020-11-25"
331,2020,10.904,"2020-11-26"
332,2020,10.8,"2020-11-27"
333,2020,10.633,"2020-11-28"
334,2020,10.475,"2020-11-29"
335,2020,10.117,"2020-11-30"
336,2020,9.971,"2020-12-01"
337,2020,9.783,"2020-12-02"
338,2020,9.55,"2020-12-03"
339,2020,9.383,"2020-12-04"
340,2020,9.075,"2020-12-05"
341,2020,8.804,"2020-12-06"
342,2020,8.721,"2020-12-07"
343,2020,8.633,"2020-12-08"
344,2020,8.542,"2020-12-09"
345,2020,8.358,"2020-12-10"
346,2020,8.4,"2020-12-11"
347,2020,8.358,"2020-12-12"
348,2020,8.113,"2020-12-13"
349,2020,7.933,"2020-12-14"
350,2020,7.771,"2020-12-15"
351,2020,7.538,"2020-12-16"
352,2020,7.4,"2020-12-17"
353,2020,7.367,"2020-12-18"
354,2020,7.438,"2020-12-19"
355,2020,7.254,"2020-12-20"
356,2020,7.238,"2020-12-21"
357,2020,7.05,"2020-12-22"
358,2020,6.779,"2020-12-23"
359,2020,6.504,"2020-12-24"
360,2020,6.246,"2020-12-25"
361,2020,6.146,"2020-12-26"
362,2020,5.992,"2020-12-27"
363,2020,5.979,"2020-12-28"
364,2020,6.025,"2020-12-29"
365,2020,5.963,"2020-12-30"
366,2020,5.954,"2020-12-31"
1,2021,5.896,"2021-01-01"
2,2021,5.8,"2021-01-02"
3,2021,5.788,"2021-01-03"
4,2021,5.742,"2021-01-04"
5,2021,5.533,"2021-01-05"
6,2021,5.554,"2021-01-06"
7,2021,5.438,"2021-01-07"
8,2021,5.3,"2021-01-08"
9,2021,5.233,"2021-01-09"
10,2021,5.096,"2021-01-10"
11,2021,4.979,"2021-01-11"
12,2021,4.817,"2021-01-12"
13,2021,4.763,"2021-01-13"
14,2021,4.679,"2021-01-14"
15,2021,4.6,"2021-01-15"
16,2021,4.521,"2021-01-16"
17,2021,4.417,"2021-01-17"
18,2021,4.396,"2021-01-18"
19,2021,4.304,"2021-01-19"
20,2021,4.329,"2021-01-20"
21,2021,4.254,"2021-01-21"
22,2021,4.196,"2021-01-22"
23,2021,4.058,"2021-01-23"
24,2021,3.888,"2021-01-24"
25,2021,3.913,"2021-01-25"
26,2021,3.9,"2021-01-26"
27,2021,3.921,"2021-01-27"
28,2021,3.913,"2021-01-28"
29,2021,3.954,"2021-01-29"
30,2021,3.958,"2021-01-30"
31,2021,4,"2021-01-31"
32,2021,4.008,"2021-02-01"
33,2021,4.013,"2021-02-02"
34,2021,3.954,"2021-02-03"
35,2021,3.929,"2021-02-04"
36,2021,3.95,"2021-02-05"
37,2021,3.954,"2021-02-06"
38,2021,4.013,"2021-02-07"
39,2021,3.883,"2021-02-08"
40,2021,3.613,"2021-02-09"
41,2021,3.375,"2021-02-10"
42,2021,3.071,"2021-02-11"
43,2021,2.813,"2021-02-12"
44,2021,2.842,"2021-02-13"
45,2021,3.004,"2021-02-14"
46,2021,3.117,"2021-02-15"
47,2021,3.146,"2021-02-16"
48,2021,3.113,"2021-02-17"
49,2021,3.063,"2021-02-18"
50,2021,3.083,"2021-02-19"
51,2021,3.071,"2021-02-20"
52,2021,3.029,"2021-02-21"
53,2021,3.146,"2021-02-22"
54,2021,3.187,"2021-02-23"
55,2021,3.213,"2021-02-24"
56,2021,3.296,"2021-02-25"
57,2021,3.271,"2021-02-26"
58,2021,3.317,"2021-02-27"
59,2021,3.375,"2021-02-28"
60,2021,3.425,"2021-03-01"
61,2021,3.563,"2021-03-02"
62,2021,3.575,"2021-03-03"
63,2021,3.613,"2021-03-04"
64,2021,3.625,"2021-03-05"
65,2021,3.75,"2021-03-06"
66,2021,3.833,"2021-03-07"
67,2021,3.858,"2021-03-08"
68,2021,3.783,"2021-03-09"
69,2021,3.779,"2021-03-10"
